Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
31,Ailton,br BRA,DFMF,Stuttgart,de Bundesliga,22,1995,1.2,8,5,3,5,0,5,0,5,2,10,5,0
32,Youssef Aït Bennasser,ma MAR,MF,Caen,fr Ligue 1,21,1996,22.7,47,28,17,27,3,35,2,33,32,79,30,0
33,Arlind Ajeti,al ALB,DF,Crotone,it Serie A,23,1993,14.1,42,23,25,14,3,27,15,12,34,76,82,0
34,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,22,1995,10,22,15,14,8,0,11,4,7,7,29,43,2
35,Nathan Aké,nl NED,DF,Bournemouth,eng Premier League,22,1995,37.3,53,32,34,16,3,47,24,23,48,101,246,2
36,Ager Aketxe,es ESP,MF,Athletic Club,es La Liga,23,1993,0.4,1,1,1,0,0,1,0,1,1,2,0,0
37,Chadrac Akolo,cd COD,MFFW,Stuttgart,de Bundesliga,22,1995,12.2,20,14,3,12,5,19,0,19,5,25,5,0
38,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,22,1995,18.8,47,39,29,16,2,18,4,14,22,69,60,1
39,David Alaba,at AUT,DF,Bayern Munich,de Bundesliga,25,1992,17.2,23,14,11,9,3,21,6,15,10,33,23,0
40,Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,24,1992,17.2,16,10,2,12,2,17,4,13,4,20,16,0
41,David Alba,es ESP,DF,Getafe,es La Liga,18,1999,0.7,1,1,1,0,0,0,0,0,0,1,7,1
42,Jordi Alba,es ESP,DF,Barcelona,es La Liga,28,1989,30.5,63,42,35,22,6,34,5,29,68,131,67,1
43,Raúl Albentosa,es ESP,DF,La Coruña,es La Liga,28,1988,19.4,13,6,9,4,0,26,19,7,26,39,92,1
44,Luis Alberto,es ESP,FWMF,Lazio,it Serie A,24,1992,29.7,39,28,8,23,8,30,2,28,16,55,7,0
45,Raúl Albiol,es ESP,DF,Napoli,it Serie A,31,1985,30.5,29,19,15,14,0,18,13,5,32,61,129,1
46,Miiko Albornoz,cl CHI,DFMF,Hannover 96,de Bundesliga,26,1990,7.8,24,20,17,4,3,15,2,13,5,29,23,0
47,Marc Albrighton,eng ENG,MFFW,Leicester City,eng Premier League,27,1989,28.2,52,33,16,29,7,32,4,28,27,79,34,0
48,Paco Alcácer,es ESP,MFFW,Barcelona,es La Liga,23,1993,7.7,4,3,0,2,2,5,0,5,11,15,3,0
49,Pedro Alcalá,es ESP,DF,Girona,es La Liga,28,1989,7.7,9,5,5,4,0,7,3,4,14,23,41,0
50,Thiago Alcántara,es ESP,MFFW,Bayern Munich,de Bundesliga,26,1991,13.9,45,35,11,25,9,22,3,19,27,72,6,1
51,David Alcibiade,fr FRA,DF,Nantes,fr Ligue 1,25,1991,2.3,9,5,5,3,1,5,3,2,7,16,8,0
52,Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,28,1989,13.1,19,13,7,11,1,11,5,6,4,23,55,0
53,Steve Aldo One,cm CMR,DF,La Coruña,es La Liga,22,1995,1,1,0,0,1,0,0,0,0,0,1,7,0
54,Álex Alegría,es ESP,FW,Levante,es La Liga,24,1992,7,8,5,1,3,4,7,0,7,4,12,9,0
55,Iván Alejo,es ESP,MFFW,Eibar,es La Liga,22,1995,12.2,20,16,4,9,7,9,0,9,5,25,1,0
56,Alexander,ar ARG,MFFW,Leganés,es La Liga,28,1988,11.8,14,11,2,11,1,11,0,11,22,36,4,0
57,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,18,1998,17.5,37,25,23,9,5,20,5,15,28,65,46,1
58,Alexis,es ESP,DF,Alavés,es La Liga,31,1985,24.3,33,24,24,7,2,28,14,14,30,63,114,3
59,Alisson,br BRA,GK,Roma,it Serie A,24,1992,37,1,0,1,0,0,0,0,0,2,3,22,4
60,Allan,br BRA,MF,Napoli,it Serie A,26,1991,31.7,107,68,24,65,18,52,3,49,28,135,16,0
61,Joe Allen,wls WAL,MF,Stoke City,eng Premier League,27,1990,34.9,96,62,41,43,12,43,9,34,58,154,68,1
62,Dele Alli,eng ENG,MFFW,Tottenham,eng Premier League,21,1996,32.9,46,30,15,21,10,33,7,26,19,65,22,1
63,Júnior Alonso,py PAR,DF,Lille,fr Ligue 1,24,1993,30.9,58,31,36,22,0,26,16,10,56,114,153,1
64,José Alonso Lara,es ESP,MF,Sevilla,es La Liga,17,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0
65,Marcos Alonso,es ESP,DFMF,Chelsea,eng Premier League,26,1990,31.7,51,33,30,18,3,36,5,31,47,98,76,1
66,Ricky Álvarez,ar ARG,MF,Sampdoria,it Serie A,29,1988,3,4,2,1,3,0,5,0,5,2,6,3,0
67,Sergio Álvarez,es ESP,GK,Celta Vigo,es La Liga,30,1986,16.4,0,0,0,0,0,1,0,1,0,0,11,1
68,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,22,1995,7.5,12,7,8,4,0,8,2,6,11,23,18,0
69,Dani Alves,br BRA,DF,Paris S-G,fr Ligue 1,34,1983,22.9,80,57,45,27,8,24,3,21,28,108,21,0
70,Ibrahim Amadou,fr FRA,MFDF,Lille,fr Ligue 1,24,1993,26.7,43,29,24,19,0,30,13,17,41,84,70,3
71,Eloi Amagat,es ESP,MF,Girona,es La Liga,32,1985,0.2,0,0,0,0,0,0,0,0,0,0,0,0
72,Morgan Amalfitano,fr FRA,MFFW,Rennes,fr Ligue 1,32,1985,8.3,8,5,3,3,2,6,0,6,4,12,7,0
73,Romain Amalfitano,fr FRA,MF,Dijon,fr Ligue 1,27,1989,30,59,37,18,38,3,29,7,22,85,144,35,2
74,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,22,1994,5.4,8,4,7,1,0,7,3,4,7,15,21,1
75,Jordi Amat,es ESP,DFMF,Betis,es La Liga,25,1992,22.7,32,23,15,16,1,14,4,10,38,70,77,2
76,Amath,sn SEN,MFFW,Getafe,es La Liga,21,1996,31.8,78,53,32,28,18,36,3,33,33,111,20,0
77,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,23,1994,24.4,52,35,32,12,8,28,11,17,45,97,86,1
78,Stephan Ambrosius,gh GHA,DF,Hamburger SV,de Bundesliga,18,1998,0.5,0,0,0,0,0,2,1,1,1,1,4,0
79,Kelvin Amian,fr FRA,DF,Toulouse,fr Ligue 1,19,1998,35,59,43,45,10,4,25,7,18,45,104,127,1
80,Nadiem Amiri,de GER,MF,Hoffenheim,de Bundesliga,20,1996,19.4,39,26,13,21,5,33,4,29,17,56,7,0
81,Ethan Ampadu,wls WAL,DF,Chelsea,eng Premier League,16,2000,0.1,1,1,0,1,0,0,0,0,0,1,2,0
82,Nordin Amrabat,ma MAR,FW,Watford,eng Premier League,30,1987,2.2,6,3,1,5,0,1,0,1,0,6,2,0
83,Nordin Amrabat,ma MAR,FWMF,Leganés,es La Liga,30,1987,18,19,10,5,10,4,13,0,13,5,24,2,0
84,Jon Ander Serantes,es ESP,GK,Leganés,es La Liga,27,1989,1,0,0,0,0,0,0,0,0,0,0,0,1
85,Joachim Andersen,dk DEN,DF,Sampdoria,it Serie A,21,1996,6.1,8,3,6,2,0,6,4,2,9,17,41,1
86,Felipe Anderson,br BRA,FWMF,Lazio,it Serie A,24,1993,12.9,34,21,7,11,16,17,0,17,11,45,8,1
87,Florin Andone,ro ROU,FW,La Coruña,es La Liga,24,1993,18.2,9,7,4,4,1,9,2,7,3,12,12,0
88,Nícolas Andrade,br BRA,GK,Hellas Verona,it Serie A,29,1988,36,2,1,2,0,0,2,0,2,2,4,16,7
89,Benjamin André,fr FRA,MF,Rennes,fr Ligue 1,26,1990,33.5,93,54,36,50,7,56,4,52,57,150,96,1
90,Marco Andreolli,it ITA,DF,Cagliari,it Serie A,31,1986,20.3,25,17,20,4,1,24,17,7,30,55,139,0
91,Yoann Andreu,fr FRA,DF,Angers,fr Ligue 1,28,1989,23,48,30,40,6,2,23,5,18,37,85,75,1
92,Miguel Ángel Guerrero,es ESP,FW,Leganés,es La Liga,27,1990,16,7,5,0,2,5,11,0,11,9,16,16,0
93,José Ángel,es ESP,DF,Eibar,es La Liga,27,1989,27,61,44,36,19,6,31,1,30,38,99,76,0
94,Miguel Ángel Moyá,es ESP,GK,Real Sociedad,es La Liga,33,1984,8.5,0,0,0,0,0,0,0,0,2,2,7,0
95,Miguel Ángel Rubio,es ESP,DF,Getafe,es La Liga,19,1998,0.3,0,0,0,0,0,0,0,0,0,0,1,0
96,Gabriele Angella,it ITA,DF,Udinese,it Serie A,28,1989,9.9,15,13,11,3,1,11,9,2,21,36,66,0
97,Cristian Ansaldi,ar ARG,DF,Torino,it Serie A,30,1986,20.8,49,33,25,20,4,23,5,18,20,69,61,0
98,Luca Antei,it ITA,DF,Benevento,it Serie A,25,1992,6.6,19,14,12,7,0,10,8,2,26,45,35,0
99,Mirco Antenucci,it ITA,FW,SPAL,it Serie A,32,1984,28.6,16,13,6,8,2,14,0,14,11,27,15,0
100,Waldemar Anton,de GER,DFMF,Hannover 96,de Bundesliga,21,1996,25.3,65,49,39,21,5,56,27,29,39,104,112,3
101,Luca Antonelli,it ITA,DFFW,Milan,it Serie A,30,1987,1.6,1,1,0,0,1,1,0,1,1,2,8,0
102,Michail Antonio,jm JAM,FWMF,West Ham,eng Premier League,27,1990,15,15,9,7,6,2,14,0,14,13,28,16,0
103,Mirko Antonucci,it ITA,FW,Roma,it Serie A,18,1999,0.3,0,0,0,0,0,0,0,0,0,0,0,0
104,Vitorino Antunes,pt POR,DF,Getafe,es La Liga,30,1987,31.1,58,44,42,14,2,31,3,28,58,116,89,1
105,Dennis Aogo,de GER,MFDF,Stuttgart,de Bundesliga,30,1987,21.7,35,26,17,18,0,27,3,24,29,64,27,1
106,Houssem Aouar,fr FRA,MFFW,Lyon,fr Ligue 1,19,1998,27,66,42,22,39,5,30,0,30,39,105,34,0
107,Alberto Aquilani,it ITA,MF,Las Palmas,es La Liga,33,1984,14.4,33,19,13,17,3,20,4,16,23,56,23,0
108,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,21,1995,23.6,56,41,19,30,7,26,3,23,25,81,36,0
109,Guilherme Arana,br BRA,DF,Sevilla,es La Liga,20,1997,2.1,4,2,3,1,0,0,0,0,5,9,8,0
110,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,28,1989,25.6,75,61,17,50,8,46,5,41,48,123,27,2
111,Luiz Araújo,br BRA,FWMF,Lille,fr Ligue 1,21,1996,22.4,41,31,23,17,1,24,0,24,16,57,11,1
112,Sergio Araujo,ar ARG,MFFW,Las Palmas,es La Liga,25,1992,0.4,3,2,0,0,3,0,0,0,0,3,0,0
113,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,30,1987,26.8,38,30,24,12,2,21,10,11,78,116,108,2
114,Alphonse Areola,fr FRA,GK,Paris S-G,fr Ligue 1,24,1993,34,0,0,0,0,0,0,0,0,0,0,7,4
115,Scott Arfield,ca CAN,MFFW,Burnley,eng Premier League,28,1988,14.8,36,26,20,13,3,22,1,21,11,47,24,0
116,Samuel Armenteros,se SWE,FW,Benevento,it Serie A,27,1990,4.8,4,2,1,3,0,1,1,0,1,5,3,0
117,Yoël Armougom,fr FRA,DFMF,Caen,fr Ligue 1,19,1998,1.5,2,1,0,1,1,1,1,0,1,3,2,1
118,José Arnaiz,es ESP,MF,Barcelona,es La Liga,22,1995,0.1,1,1,0,1,0,0,0,0,0,1,0,0
119,Marko Arnautović,at AUT,FWMF,West Ham,eng Premier League,28,1989,25.7,21,16,9,8,4,20,3,17,13,34,35,0
120,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,23,1994,27.3,51,41,23,23,5,31,4,27,28,79,34,0
121,Jann-Fiete Arp,de GER,FWMF,Hamburger SV,de Bundesliga,17,2000,9.4,7,5,0,3,4,6,0,6,2,9,7,0
122,Alejandro Arribas,es ESP,DF,La Coruña,es La Liga,28,1989,3,2,2,1,1,0,5,3,2,6,8,8,0
123,Kepa Arrizabalaga,es ESP,GK,Athletic Club,es La Liga,22,1994,30,0,0,0,0,0,0,0,0,2,2,6,2
124,Harry Arter,ie IRL,MF,Bournemouth,eng Premier League,27,1989,10.7,19,16,10,7,2,18,5,13,9,28,6,0
125,Aythami Artiles,es ESP,DF,Las Palmas,es La Liga,31,1986,2,2,2,2,0,0,2,1,1,2,4,19,0
126,Kwadwo Asamoah,gh GHA,DF,Juventus,it Serie A,28,1988,17.4,28,21,12,14,2,11,0,11,18,46,30,0
127,Takuma Asano,jp JPN,FWMF,Stuttgart,de Bundesliga,22,1994,8,7,5,3,3,1,7,0,7,3,10,2,0
128,Santiago Ascacíbar,ar ARG,MF,Stuttgart,de Bundesliga,20,1997,26.5,91,65,41,43,7,45,10,35,47,138,38,1
129,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,28,1989,23,2,2,2,0,0,0,0,0,0,2,11,2
130,Marco Asensio,es ESP,FWMF,Real Madrid,es La Liga,21,1996,20.5,26,17,7,13,6,15,0,15,9,35,2,0
131,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,29,1987,32.6,26,22,10,10,6,15,1,14,23,49,11,1
132,Benoît Assou-Ekotto,cm CMR,DF,Metz,fr Ligue 1,33,1984,11.7,12,9,5,6,1,7,4,3,46,58,21,0
133,Simon Asta,de GER,MF,Augsburg,de Bundesliga,16,2001,0.1,2,1,2,0,0,1,0,1,0,2,0,0
134,Davide Astori,it ITA,DF,Fiorentina,it Serie A,30,1987,25,47,31,33,13,1,29,17,12,51,98,131,2
135,Christian Atsu,gh GHA,FWMF,Newcastle Utd,eng Premier League,25,1992,19.8,17,16,10,7,0,35,5,30,13,30,27,1
136,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,28,1989,11.7,5,4,3,2,0,14,1,13,3,8,7,0
137,Pierre-Emerick Aubameyang,ga GAB,FW,Dortmund,de Bundesliga,28,1989,15.7,5,5,1,1,3,16,1,15,3,8,1,0
138,Jean-Kévin Augustin,fr FRA,FW,RB Leipzig,de Bundesliga,20,1997,14.1,16,11,4,11,1,17,1,16,4,20,4,0
139,Ludwig Augustinsson,se SWE,DFFW,Werder Bremen,de Bundesliga,23,1994,28.1,45,34,22,20,3,25,3,22,39,84,53,0
140,Yann Aurel Bisseck,de GER,DFMF,Köln,de Bundesliga,16,2000,1.7,2,2,2,0,0,1,1,0,3,5,8,0
141,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,24,1992,15.9,48,27,27,13,8,20,1,19,31,79,54,1
142,Charlie Austin,eng ENG,FW,Southampton,eng Premier League,28,1989,11.5,7,5,1,3,3,15,3,12,1,8,10,0
143,Danilo Avelar,br BRA,DF,Amiens,fr Ligue 1,28,1989,19.2,41,33,27,9,5,16,7,9,37,78,83,1
144,Felipe Avenatti,uy URU,FW,Bologna,it Serie A,24,1993,5.2,6,4,1,5,0,7,1,6,1,7,6,0
145,Durel Avounou,cg CGO,DFMF,Caen,fr Ligue 1,19,1997,7.2,16,11,6,9,1,12,1,11,10,26,25,0
146,Chidozie Awaziem,ng NGA,DF,Nantes,fr Ligue 1,20,1997,16.8,43,30,33,10,0,18,11,7,16,59,97,0
147,André Ayew,gh GHA,MFFW,West Ham,eng Premier League,27,1989,9.9,19,14,6,10,3,5,0,5,4,23,3,0
148,André Ayew,gh GHA,MFFW,Swansea City,eng Premier League,27,1989,10.6,15,10,3,10,2,13,1,12,5,20,8,0
149,Jordan Ayew,gh GHA,FWMF,Swansea City,eng Premier League,25,1991,31.7,82,60,20,35,27,43,3,40,24,106,20,1
150,Karim Azamoum,fr FRA,MF,Troyes,fr Ligue 1,27,1990,25,84,57,41,37,6,30,11,19,26,110,61,3
151,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,27,1989,37,80,59,47,26,7,48,22,26,54,134,135,1
152,Ludovic Baal,gf GUF,DF,Rennes,fr Ligue 1,31,1986,12.9,41,27,29,8,4,13,2,11,15,56,37,1
153,Khouma Babacar,sn SEN,FW,Fiorentina,it Serie A,24,1993,5,4,4,3,0,1,0,0,0,2,6,5,0
154,Khouma Babacar,sn SEN,FW,Sassuolo,it Serie A,24,1993,8.3,10,6,2,4,4,8,0,8,3,13,1,0
155,Carlos Bacca,co COL,FW,Villarreal,es La Liga,30,1986,27.7,10,2,2,4,4,16,1,15,8,18,16,0
156,Milan Badelj,hr CRO,MF,Fiorentina,it Serie A,28,1989,26.1,71,41,26,38,7,48,2,46,71,142,52,3
157,Holger Badstuber,de GER,DFMF,Stuttgart,de Bundesliga,28,1989,24.1,44,32,29,14,1,27,14,13,41,85,111,4
158,Dylan Bahamboula,cg CGO,FWMF,Dijon,fr Ligue 1,22,1995,0.3,0,0,0,0,0,0,0,0,0,0,0,0
159,Farès Bahlouli,fr FRA,MFFW,Lille,fr Ligue 1,22,1995,3.4,10,8,4,3,3,7,0,7,1,11,1,0
160,Stéphane Bahoken,cm CMR,FW,Strasbourg,fr Ligue 1,25,1992,18.5,16,11,3,8,5,18,1,17,9,25,1,0
161,Daniel Baier,de GER,MF,Augsburg,de Bundesliga,33,1984,28.2,83,62,38,40,5,26,5,21,57,140,41,1
162,Leon Bailey,jm JAM,FWDF,Leverkusen,de Bundesliga,19,1997,24.6,16,12,7,4,5,28,0,28,15,31,6,0
163,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,23,1994,11.1,17,10,10,5,2,11,6,5,25,42,58,1
164,Leighton Baines,eng ENG,DF,Everton,eng Premier League,32,1984,21.2,25,13,18,3,4,18,6,12,25,50,56,0
165,Riad Bajić,ba BIH,FWMF,Udinese,it Serie A,23,1994,0.9,0,0,0,0,0,0,0,0,0,0,3,0
166,Marvin Bakalorz,de GER,MF,Hannover 96,de Bundesliga,27,1989,22.8,44,25,19,23,2,38,7,31,20,64,46,1
167,Cédric Bakambu,cd COD,FW,Villarreal,es La Liga,26,1991,14,10,7,3,6,1,9,1,8,3,13,27,0
168,Tiemoué Bakayoko,fr FRA,MF,Chelsea,eng Premier League,22,1994,23.6,64,41,25,32,7,23,6,17,37,101,38,4
169,Zakaria Bakkali,be BEL,FWMF,La Coruña,es La Liga,21,1996,10.1,12,10,7,4,1,5,0,5,4,16,6,0
170,Ridle Baku,de GER,MF,Mainz 05,de Bundesliga,19,1998,2.6,3,3,1,1,1,3,0,3,3,6,2,0
171,Keita Baldé,sn SEN,FWMF,Monaco,fr Ligue 1,22,1995,16.4,12,8,5,6,1,10,1,9,6,18,5,0
172,Sam Baldock,eng ENG,FW,Brighton,eng Premier League,28,1989,0.4,0,0,0,0,0,0,0,0,0,0,0,0
173,Gareth Bale,wls WAL,FWMF,Real Madrid,es La Liga,28,1989,20,19,13,7,8,4,13,1,12,12,31,18,0
174,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,29,1988,17.2,34,24,17,13,4,24,5,19,17,51,61,0
175,Andrija Balić,hr CRO,MF,Udinese,it Serie A,19,1997,12,18,9,5,12,1,6,3,3,16,34,13,0
176,Iván Balliu,al ALB,DF,Metz,fr Ligue 1,25,1992,21.7,34,22,22,6,6,23,9,14,27,61,64,1
177,Fodé Ballo-Touré,sn SEN,DF,Lille,fr Ligue 1,20,1997,22.8,50,36,29,16,5,27,2,25,28,78,47,1
178,Florent Balmont,fr FRA,MF,Dijon,fr Ligue 1,37,1980,9.6,14,9,4,9,1,15,1,14,8,22,5,0
179,Leon Balogun,ng NGA,DF,Mainz 05,de Bundesliga,29,1988,13,39,32,27,11,1,21,9,12,32,71,64,0
180,Mario Balotelli,it ITA,FW,Nice,fr Ligue 1,26,1990,25.2,7,4,1,3,3,9,2,7,8,15,26,0
181,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,27,1990,17,29,22,23,6,0,8,1,7,11,40,52,0
182,Jonathan Bamba,fr FRA,FW,Saint-Étienne,fr Ligue 1,21,1996,28.6,30,21,18,11,1,30,4,26,19,49,17,0
183,Yacine Bammou,ma MAR,MFFW,Nantes,fr Ligue 1,25,1991,8.1,18,11,6,10,2,16,4,12,6,24,9,0
184,Éver Banega,ar ARG,MF,Sevilla,es La Liga,29,1988,26.7,71,53,25,37,9,23,1,22,12,83,17,3
185,Mattia Bani,it ITA,DF,Chievo,it Serie A,23,1993,14.6,28,20,22,6,0,19,10,9,27,55,111,0
186,Beni Baningime,cd COD,MF,Everton,eng Premier League,18,1998,2.2,6,2,1,2,3,5,1,4,2,8,2,0
187,Léo Baptistão,br BRA,FWMF,Espanyol,es La Liga,24,1992,29.7,54,34,12,28,14,22,1,21,23,77,25,0
188,Sekou Baradji,fr FRA,MF,Amiens,fr Ligue 1,33,1984,0.1,0,0,0,0,0,0,0,0,1,1,0,0
189,Antonín Barák,cz CZE,MF,Udinese,it Serie A,22,1994,30.1,58,38,22,27,9,34,2,32,18,76,26,1
190,Andrea Barberis,it ITA,MF,Crotone,it Serie A,23,1993,33.7,80,44,33,42,5,52,5,47,58,138,67,1
191,Mariano Barbosa,ar ARG,GK,Villarreal,es La Liga,33,1984,12.5,0,0,0,0,0,0,0,0,1,1,4,0
192,Enis Bardhi,mk MKD,MF,Levante,es La Liga,22,1995,17.6,39,26,14,16,9,11,0,11,16,55,7,0
193,Phil Bardsley,sct SCO,DF,Burnley,eng Premier League,32,1985,12.5,17,16,9,7,1,22,6,16,22,39,77,0
194,Nicolò Barella,it ITA,MF,Cagliari,it Serie A,20,1997,32.8,92,69,37,43,12,48,6,42,45,137,53,0
195,Philipp Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,28,1989,20.7,60,45,29,30,1,35,12,23,47,107,52,0
196,Ross Barkley,eng ENG,MF,Chelsea,eng Premier League,23,1993,1.4,0,0,0,0,0,3,1,2,0,0,2,0
197,Aymen Barkok,ma MAR,FWMF,Eint Frankfurt,de Bundesliga,19,1998,3.5,11,11,6,4,1,8,2,6,2,13,3,0
198,Ashley Barnes,eng ENG,FW,Burnley,eng Premier League,27,1989,24.1,21,14,1,14,6,26,5,21,2,23,19,0
199,Harvey Barnes,eng ENG,MFFW,Leicester City,eng Premier League,19,1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0
200,Antonio Barragán,es ESP,DF,Betis,es La Liga,30,1987,26.4,59,42,40,11,8,22,5,17,24,83,66,0
201,Antonio Barreca,it ITA,DF,Torino,it Serie A,22,1995,5.2,9,8,3,5,1,3,0,3,5,14,16,0
202,Édgar Barreto,py PAR,MF,Sampdoria,it Serie A,33,1984,21.8,67,42,23,32,12,45,2,43,21,88,29,3
203,Barri,es ESP,MFFW,Getafe,es La Liga,21,1995,1.3,1,0,0,1,0,1,1,0,1,2,3,0
204,Musa Barrow,gm GAM,FW,Atalanta,it Serie A,18,1998,4.9,5,2,1,3,1,2,0,2,1,6,2,0
205,Gareth Barry,eng ENG,MF,West Brom,eng Premier League,36,1981,21.4,35,19,17,14,4,19,11,8,14,49,34,0
206,Fin Bartels,de GER,FW,Werder Bremen,de Bundesliga,30,1987,12.5,12,9,4,3,5,5,1,4,7,19,1,1
207,Kyle Bartley,eng ENG,DF,Swansea City,eng Premier League,26,1991,2.6,3,2,3,0,0,6,6,0,4,7,21,0
208,Marc Bartra,es ESP,DF,Betis,es La Liga,26,1991,15.8,38,28,30,8,0,19,10,9,32,70,97,1
209,Marc Bartra,es ESP,DF,Dortmund,de Bundesliga,26,1991,9,28,19,16,12,0,14,2,12,28,56,43,1
210,Andrea Barzagli,it ITA,DF,Juventus,it Serie A,36,1981,16.1,26,15,14,11,1,14,7,7,17,43,46,0
211,Daniele Baselli,it ITA,MF,Torino,it Serie A,25,1992,28,63,33,23,36,4,29,5,24,57,120,40,1
212,Nicolas Basin,fr FRA,DF,Metz,fr Ligue 1,19,1998,3.5,9,7,5,3,1,6,3,3,8,17,14,0
213,Dušan Basta,rs SRB,DF,Lazio,it Serie A,32,1984,8.6,9,7,4,3,2,10,3,7,13,22,15,0
214,Gil Bastião Dias,pt POR,FWMF,Fiorentina,it Serie A,20,1996,13.2,49,31,28,15,6,23,0,23,19,68,12,1
215,Gil Bastião Dias,pt POR,MF,Monaco,fr Ligue 1,20,1996,0.1,1,1,0,1,0,0,0,0,0,1,0,0
216,Samuel Bastien,cd COD,MF,Chievo,it Serie A,20,1996,15.1,17,13,7,8,2,23,2,21,18,35,25,0
217,Borja Bastón,es ESP,FW,Málaga,es La Liga,24,1992,10.9,9,7,1,6,2,7,0,7,3,12,5,0
218,Alessandro Bastoni,it ITA,DF,Atalanta,it Serie A,18,1999,1,2,2,2,0,0,0,0,0,1,3,3,0
219,Bastos,ao ANG,DF,Lazio,it Serie A,26,1991,15.6,33,24,19,13,1,13,8,5,24,57,67,0
220,Michy Batshuayi,be BEL,FW,Chelsea,eng Premier League,23,1993,4,5,4,2,3,0,0,0,0,1,6,3,0
221,Michy Batshuayi,be BEL,FW,Dortmund,de Bundesliga,23,1993,9.3,8,6,1,4,3,4,0,4,0,8,5,0
222,Moritz Bauer,at AUT,DFMF,Stoke City,eng Premier League,25,1992,14.5,24,17,17,7,0,9,1,8,12,36,48,0
223,Robert Bauer,de GER,DFFW,Werder Bremen,de Bundesliga,22,1995,10.6,31,25,21,9,1,8,2,6,21,52,25,2
224,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,27,1990,34,0,0,0,0,0,0,0,0,1,1,15,6
225,Timo Baumgartl,de GER,DF,Stuttgart,de Bundesliga,21,1996,29,87,71,55,29,3,50,21,29,34,121,132,1
226,Julian Baumgartlinger,at AUT,MFDF,Leverkusen,de Bundesliga,29,1988,15.5,47,37,21,21,5,25,2,23,18,65,23,0
227,Jon Bautista,es ESP,FWMF,Real Sociedad,es La Liga,22,1995,2,0,0,0,0,0,2,0,2,0,0,0,0
228,Paul Baysse,fr FRA,DF,Málaga,es La Liga,29,1988,13.8,25,16,21,3,1,10,6,4,20,45,84,0
229,Paul Baysse,fr FRA,DF,Bordeaux,fr Ligue 1,29,1988,6.3,4,2,3,1,0,4,3,1,7,11,38,1
230,Noah Joel Sarenren Bazee,ng NGA,FWMF,Hannover 96,de Bundesliga,20,1996,1.3,0,0,0,0,0,3,0,3,0,0,3,0
231,Hervé Bazile,ht HAI,MFFW,Caen,fr Ligue 1,27,1990,9.7,21,15,9,7,5,22,0,22,15,36,8,0
232,Riechedly Bazoer,nl NED,MF,Wolfsburg,de Bundesliga,20,1996,6.6,8,7,5,2,1,2,1,1,8,16,4,1
233,Enrico Bearzotti,it ITA,DFFW,Hellas Verona,it Serie A,20,1996,4.6,3,2,2,0,1,3,1,2,4,7,18,0
234,Claudio Beauvue,gp GLP,FW,Leganés,es La Liga,29,1988,18.6,5,3,2,2,1,7,0,7,2,7,16,0
235,Bebé,cv CPV,MFFW,Eibar,es La Liga,27,1990,4.1,9,7,1,4,4,5,0,5,3,12,1,0
236,Ihlas Bebou,tg TOG,MFFW,Hannover 96,de Bundesliga,23,1994,23.8,37,29,15,17,5,34,3,31,24,61,27,0
237,Andreas Beck,de GER,DF,Stuttgart,de Bundesliga,30,1987,21.4,46,29,27,16,3,32,2,30,19,65,46,1
238,Henri Bedimo,cm CMR,DFFW,Marseille,fr Ligue 1,33,1984,0.5,0,0,0,0,0,0,0,0,1,1,1,0
239,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,21,1996,4.7,6,3,6,0,0,2,1,1,5,11,27,0
240,Asmir Begović,ba BIH,GK,Bournemouth,eng Premier League,30,1987,38,0,0,0,0,0,0,0,0,2,2,16,7
241,Valon Behrami,ch SUI,MF,Udinese,it Serie A,32,1985,15.5,63,46,30,27,6,47,15,32,22,85,19,0
