Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s
1311,Moussa Konaté,sn SEN,FW,Amiens,fr Ligue 1,24,1993,33,28,2472,27.5
1312,Geoffrey Kondogbia,cf CTA,MF,Valencia,es La Liga,24,1993,31,30,2614,29
1313,Bakary Koné,bf BFA,DF,Strasbourg,fr Ligue 1,29,1988,28,27,2462,27.4
1314,Terence Kongolo,nl NED,DF,Huddersfield,eng Premier League,23,1994,13,11,1049,11.7
1315,Terence Kongolo,nl NED,DF,Monaco,fr Ligue 1,23,1994,3,3,257,2.9
1316,Yevhen Konoplyanka,ua UKR,FWMF,Schalke 04,de Bundesliga,27,1989,27,18,1562,17.4
1317,Julian Korb,de GER,DFMF,Hannover 96,de Bundesliga,25,1992,28,28,2336,26
1318,Laurent Koscielny,fr FRA,DF,Arsenal,eng Premier League,31,1985,25,25,2225,24.7
1319,Filip Kostić,rs SRB,FWMF,Hamburger SV,de Bundesliga,24,1992,30,27,2438,27.1
1320,Christian Kouakou,ci CIV,MFFW,Caen,fr Ligue 1,26,1991,19,7,847,9.4
1321,Rominigue Kouamé,ml MLI,DFMF,Lille,fr Ligue 1,20,1996,6,1,201,2.2
1322,Tomáš Koubek,cz CZE,GK,Rennes,fr Ligue 1,24,1992,34,34,3060,34
1323,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,26,1991,35,35,3066,34.1
1324,Jules Koundé,fr FRA,DF,Bordeaux,fr Ligue 1,18,1998,18,17,1589,17.7
1325,Cheikhou Kouyaté,sn SEN,MF,West Ham,eng Premier League,27,1989,33,32,2799,31.1
1326,Mateo Kovačić,hr CRO,MF,Real Madrid,es La Liga,23,1994,21,10,992,11
1327,Maksym Koval,ua UKR,GK,La Coruña,es La Liga,24,1992,2,2,120,1.3
1328,Dawid Kownacki,pl POL,FW,Sampdoria,it Serie A,20,1997,22,6,823,9.1
1329,Vincent Koziello,fr FRA,MF,Nice,fr Ligue 1,21,1995,15,10,807,9
1330,Vincent Koziello,fr FRA,MF,Köln,de Bundesliga,21,1995,12,8,789,8.8
1331,Thomas Kraft,de GER,GK,Hertha BSC,de Bundesliga,29,1988,3,3,270,3
1332,Emil Krafth,se SWE,DF,Bologna,it Serie A,22,1994,12,10,946,10.5
1333,Oliver Kragl,de GER,MF,Crotone,it Serie A,27,1990,5,0,99,1.1
1334,Andrej Kramarić,hr CRO,FWMF,Hoffenheim,de Bundesliga,26,1991,34,22,2228,24.8
1335,Christoph Kramer,de GER,MF,M'Gladbach,de Bundesliga,26,1991,27,26,2151,23.9
1336,Ladislav Krejčí,cz CZE,MFFW,Bologna,it Serie A,25,1992,12,2,397,4.4
1337,Rene Krhin,si SVN,MF,Nantes,fr Ligue 1,27,1990,18,16,1312,14.6
1338,Bojan Krkić,es ESP,MF,Stoke City,eng Premier League,26,1990,1,1,71,0.8
1339,Bojan Krkić,es ESP,FWMF,Alavés,es La Liga,26,1990,13,4,441,4.9
1340,Michael Krohn-Dehli,dk DEN,MF,La Coruña,es La Liga,34,1983,11,10,728,8.1
1341,Michael Krohn-Dehli,dk DEN,MFFW,Sevilla,es La Liga,34,1983,13,5,536,6
1342,Toni Kroos,de GER,MF,Real Madrid,es La Liga,27,1990,27,26,2261,25.1
1343,Max Kruse,de GER,FW,Werder Bremen,de Bundesliga,29,1988,29,28,2453,27.3
1344,Grzegorz Krychowiak,pl POL,MF,West Brom,eng Premier League,27,1990,27,20,1641,18.2
1345,Lukas Kübler,de GER,DFMF,Freiburg,de Bundesliga,24,1992,15,13,1151,12.8
1346,Jasmin Kurtić,si SVN,MFFW,SPAL,it Serie A,28,1989,16,16,1440,16
1347,Jasmin Kurtić,si SVN,MF,Atalanta,it Serie A,28,1989,14,7,662,7.4
1348,Layvin Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,24,1992,20,19,1704,18.9
1349,Filip Kusić,rs SRB,DFMF,Köln,de Bundesliga,21,1996,1,0,15,0.2
1350,Zdravko Kuzmanović,rs SRB,MF,Málaga,es La Liga,29,1987,8,6,480,5.3
1351,Han Kwang-song,kp PRK,FW,Cagliari,it Serie A,18,1998,7,3,277,3.1
1352,Enock Kwateng,fr FRA,DF,Nantes,fr Ligue 1,20,1997,1,1,90,1
1353,Alberto de la Bella,es ESP,DF,Real Sociedad,es La Liga,31,1985,17,17,1528,17
1354,Rajiv van La Parra,nl NED,FWMF,Huddersfield,eng Premier League,26,1991,33,26,2137,23.7
1355,Brighton Labeau,mq MTQ,FW,Amiens,fr Ligue 1,21,1996,2,0,23,0.3
1356,Gaëtan Laborde,fr FRA,FW,Bordeaux,fr Ligue 1,23,1994,20,10,957,10.6
1357,Alexandre Lacazette,fr FRA,FW,Arsenal,eng Premier League,26,1991,32,26,2202,24.5
1358,Mehdi Lacen,dz ALG,MF,Málaga,es La Liga,33,1984,15,12,1056,11.7
1359,Mehdi Lacen,dz ALG,MF,Getafe,es La Liga,33,1984,4,0,62,0.7
1360,Léo Lacroix,ch SUI,DF,Saint-Étienne,fr Ligue 1,25,1992,11,8,775,8.6
1361,Freddie Ladapo,eng ENG,FW,Crystal Palace,eng Premier League,24,1993,1,0,17,0.2
1362,Alban Lafont,fr FRA,GK,Toulouse,fr Ligue 1,18,1999,38,38,3420,38
1363,Víctor Laguardia,es ESP,DF,Alavés,es La Liga,27,1989,17,17,1530,17
1364,Konrad Laimer,at AUT,DFMF,RB Leipzig,de Bundesliga,20,1997,22,14,1337,14.9
1365,Kenny Lala,fr FRA,DF,Strasbourg,fr Ligue 1,25,1991,31,30,2723,30.3
1366,Adam Lallana,eng ENG,MFFW,Liverpool,eng Premier League,29,1988,12,1,308,3.4
1367,Eugenio Lamanna,it ITA,GK,Genoa,it Serie A,27,1989,1,1,90,1
1368,Érik Lamela,ar ARG,FWMF,Tottenham,eng Premier League,25,1992,25,7,843,9.4
1369,Ádám Lang,hu HUN,DF,Dijon,fr Ligue 1,24,1993,3,3,232,2.6
1370,Sebastian Langkamp,de GER,DF,Hertha BSC,de Bundesliga,29,1988,12,11,955,10.6
1371,Sebastian Langkamp,de GER,DF,Werder Bremen,de Bundesliga,29,1988,9,5,411,4.6
1372,Manuel Lanzini,ar ARG,MFFW,West Ham,eng Premier League,24,1993,27,23,2042,22.7
1373,Gianluca Lapadula,pe PER,FW,Genoa,it Serie A,27,1990,28,13,1495,16.6
1374,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,23,1994,9,9,806,9
1375,Aymeric Laporte,es ESP,DF,Athletic Club,es La Liga,23,1994,19,19,1710,19
1376,Danilo Larangeira,br BRA,DF,Udinese,it Serie A,33,1984,32,32,2775,30.8
1377,Kevin Lasagna,it ITA,FW,Udinese,it Serie A,24,1992,29,26,2130,23.7
1378,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,23,1993,33,32,2928,32.5
1379,Paul Lasne,fr FRA,MF,Montpellier,fr Ligue 1,28,1989,37,34,3062,34
1380,Borja Lasso,es ESP,MF,Sevilla,es La Liga,23,1994,1,1,53,0.6
1381,Toni Lato,es ESP,DFMF,Valencia,es La Liga,19,1997,16,9,797,8.9
1382,Danny Latza,de GER,MF,Mainz 05,de Bundesliga,27,1989,29,27,2352,26.1
1383,Vincent Laurini,fr FRA,DF,Fiorentina,it Serie A,28,1989,22,20,1608,17.9
1384,Wesley Lautoa,nc NCL,DFMF,Dijon,fr Ligue 1,29,1987,10,8,622,6.9
1385,Diego Laxalt,uy URU,DF,Genoa,it Serie A,24,1993,32,32,2806,31.2
1386,Miguel Layún,mx MEX,DF,Sevilla,es La Liga,29,1988,16,11,1184,13.2
1387,Achraf Lazaar,ma MAR,MFDF,Benevento,it Serie A,25,1992,9,6,478,5.3
1388,Valentino Lazaro,at AUT,MFFW,Hertha BSC,de Bundesliga,21,1996,26,19,1864,20.7
1389,Darko Lazović,rs SRB,DFMF,Genoa,it Serie A,26,1990,21,12,1242,13.8
1390,Manuel Lazzari,it ITA,DF,SPAL,it Serie A,23,1993,36,36,3116,34.6
1391,Mickaël Le Bihan,fr FRA,FWMF,Nice,fr Ligue 1,27,1990,7,0,107,1.2
1392,Maxime Le Marchand,fr FRA,DF,Nice,fr Ligue 1,27,1989,29,29,2534,28.2
1393,James Lea Siliki,cm CMR,MF,Rennes,fr Ligue 1,21,1996,32,19,1818,20.2
1394,Mathew Leckie,au AUS,FWMF,Hertha BSC,de Bundesliga,26,1991,26,19,1853,20.6
1395,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,26,1991,38,38,3420,38
1396,Pierre Lees-Melou,fr FRA,MFFW,Nice,fr Ligue 1,24,1993,34,33,2890,32.1
1397,Matthias Lehmann,de GER,MF,Köln,de Bundesliga,34,1983,20,17,1515,16.8
1398,Lucas Leiva,br BRA,MF,Lazio,it Serie A,30,1987,36,35,2882,32
1399,Florian Lejeune,fr FRA,DF,Newcastle Utd,eng Premier League,26,1991,24,24,2103,23.4
1400,Iñigo Lekue,es ESP,DFFW,Athletic Club,es La Liga,24,1993,32,22,2111,23.5
1401,Thomas Lemar,fr FRA,MFFW,Monaco,fr Ligue 1,21,1995,30,27,2378,26.4
1402,Mario Lemina,ga GAB,MF,Southampton,eng Premier League,23,1993,25,20,1720,19.1
1403,Mauricio Lemos,uy URU,DF,Sassuolo,it Serie A,21,1995,8,8,701,7.8
1404,Mauricio Lemos,uy URU,DFMF,Las Palmas,es La Liga,21,1995,16,14,1261,14
1405,Dylan Lempereur,fr FRA,DF,Metz,fr Ligue 1,18,1998,3,1,142,1.6
1406,Clément Lenglet,fr FRA,DF,Sevilla,es La Liga,22,1995,35,33,3001,33.3
1407,Aaron Lennon,eng ENG,MF,Burnley,eng Premier League,30,1987,14,13,1118,12.4
1408,Aaron Lennon,eng ENG,FWMF,Everton,eng Premier League,30,1987,15,9,793,8.8
1409,Bernd Leno,de GER,GK,Leverkusen,de Bundesliga,25,1992,33,33,2970,33
1410,Pedro León,es ESP,FWMF,Eibar,es La Liga,30,1986,12,10,929,10.3
1411,Sergio León,es ESP,FW,Betis,es La Liga,28,1989,31,23,1978,22
1412,Lukas Lerager,dk DEN,MF,Bordeaux,fr Ligue 1,24,1993,37,37,3283,36.5
1413,Mehdi Léris,dz ALG,MFFW,Chievo,it Serie A,19,1998,4,0,42,0.5
1414,Jefferson Lerma,co COL,MF,Levante,es La Liga,22,1994,26,25,2135,23.7
1415,Maxime Lestienne,be BEL,MF,Málaga,es La Liga,25,1992,12,8,669,7.4
1416,Alexandre Letellier,fr FRA,GK,Angers,fr Ligue 1,26,1990,13,13,1170,13
1417,Gaetano Letizia,it ITA,DF,Benevento,it Serie A,27,1990,29,25,2141,23.8
1418,Timo Letschert,nl NED,DF,Sassuolo,it Serie A,24,1993,7,5,416,4.6
1419,Robert Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,28,1988,30,24,2172,24.1
1420,Igor Lewczuk,pl POL,DF,Bordeaux,fr Ligue 1,32,1985,7,4,437,4.9
1421,Stephan Lichtsteiner,ch SUI,DF,Juventus,it Serie A,33,1984,27,21,1704,18.9
1422,Dimitri Liénard,fr FRA,MFFW,Strasbourg,fr Ligue 1,29,1988,33,29,2602,28.9
1423,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,21,1996,11,11,865,9.6
1424,Lucas Lima,br BRA,DFFW,Nantes,fr Ligue 1,25,1991,33,30,2657,29.5
1425,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,23,1994,17,13,1285,14.3
1426,Karol Linetty,pl POL,MF,Sampdoria,it Serie A,22,1995,29,21,2139,23.8
1427,Jesse Lingard,eng ENG,MFFW,Manchester Utd,eng Premier League,24,1992,33,20,1817,20.2
1428,Pol Lirola,es ESP,DFFW,Sassuolo,it Serie A,19,1997,24,22,2025,22.5
1429,Jake Livermore,eng ENG,MF,West Brom,eng Premier League,27,1989,34,30,2674,29.7
1430,Raúl Lizoain,es ESP,GK,Las Palmas,es La Liga,26,1991,11,11,990,11
1431,Adem Ljajić,rs SRB,MFFW,Torino,it Serie A,25,1991,27,23,2166,24.1
1432,Diego Llorente,es ESP,DF,Real Sociedad,es La Liga,23,1993,27,26,2326,25.8
1433,Fernando Llorente,es ESP,FWMF,Tottenham,eng Premier League,32,1985,16,1,238,2.6
1434,Marcos Llorente,es ESP,MF,Real Madrid,es La Liga,22,1995,13,5,546,6.1
1435,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,30,1986,36,36,3240,36
1436,Giovani Lo Celso,ar ARG,MF,Paris S-G,fr Ligue 1,21,1996,33,18,1776,19.7
1437,Simone Lo Faso,it ITA,FW,Fiorentina,it Serie A,19,1998,2,0,36,0.4
1438,Stanislav Lobotka,sk SVK,MF,Celta Vigo,es La Liga,22,1994,38,34,3061,34
1439,Jürgen Locadia,nl NED,FWMF,Brighton,eng Premier League,23,1993,6,3,224,2.5
1440,Manuel Locatelli,it ITA,MF,Milan,it Serie A,19,1998,21,5,684,7.6
1441,Ruben Loftus-Cheek,eng ENG,MF,Crystal Palace,eng Premier League,21,1996,24,21,1874,20.8
1442,Enzo Loiodice,fr FRA,MF,Dijon,fr Ligue 1,16,2000,4,1,167,1.9
1443,Joe Lolley,eng ENG,FWMF,Huddersfield,eng Premier League,24,1992,6,2,221,2.5
1444,David Lombán,es ESP,DF,Eibar,es La Liga,30,1987,13,11,994,11
1445,Cristiano Lombardi,it ITA,MFDF,Benevento,it Serie A,21,1995,17,13,1112,12.4
1446,Kevin Long,ie IRL,DF,Burnley,eng Premier League,26,1990,16,16,1440,16
1447,Shane Long,ie IRL,FW,Southampton,eng Premier League,30,1987,30,15,1582,17.6
1448,Ademola Lookman,ng NGA,FWMF,Everton,eng Premier League,19,1997,7,1,159,1.8
1449,Ademola Lookman,ng NGA,MFFW,RB Leipzig,de Bundesliga,19,1997,11,7,574,6.4
1450,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,26,1990,34,34,3060,34
1451,Rony Lopes,pt POR,FWMF,Monaco,fr Ligue 1,21,1995,38,32,2531,28.1
1452,Adrián López,es ESP,FWMF,La Coruña,es La Liga,29,1988,30,26,2345,26.1
1453,Alberto López,es ESP,DF,Málaga,es La Liga,22,1995,1,0,45,0.5
1454,Andoni López,es ESP,DF,Athletic Club,es La Liga,21,1996,1,1,90,1
1455,David López,es ESP,DFMF,Espanyol,es La Liga,27,1989,37,37,3330,37
1456,Diego López,es ESP,GK,Espanyol,es La Liga,35,1981,10,10,853,9.5
1457,Iván López,es ESP,DF,Levante,es La Liga,23,1993,3,3,173,1.9
1458,Javi López,es ESP,DF,Espanyol,es La Liga,31,1986,14,12,966,10.7
1459,Lisandro López,ar ARG,DF,Inter,it Serie A,27,1989,1,0,45,0.5
1460,Maxi López,ar ARG,FW,Udinese,it Serie A,33,1984,28,20,1684,18.7
1461,Maxime Lopez,fr FRA,MFFW,Marseille,fr Ligue 1,19,1997,24,14,1378,15.3
1462,Pedro López Muñoz,es ESP,DF,Levante,es La Liga,33,1983,21,18,1594,17.7
1463,Pau López,es ESP,GK,Espanyol,es La Liga,22,1994,29,28,2567,28.5
1464,Pedro López,es ESP,GK,Betis,es La Liga,22,1995,5,4,412,4.6
1465,Víctor López,es ESP,MF,Alavés,es La Liga,20,1997,1,1,60,0.7
1466,Jonas Lössl,dk DEN,GK,Huddersfield,eng Premier League,28,1989,38,38,3420,38
1467,Dejan Lovren,hr CRO,DF,Liverpool,eng Premier League,28,1989,29,24,2127,23.6
1468,Chris Löwe,de GER,DF,Huddersfield,eng Premier League,28,1989,23,19,1588,17.6
1469,Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,28,1989,26,25,2295,25.5
1470,Anthony Lozano,hn HON,FWMF,Girona,es La Liga,24,1993,14,4,471,5.2
1471,Fabio Lucioni,it ITA,DF,Benevento,it Serie A,29,1987,8,8,720,8
1472,Filipe Luís,br BRA,DF,Atlético Madrid,es La Liga,31,1985,20,19,1659,18.4
1473,José Luis Gayà,es ESP,DF,Valencia,es La Liga,22,1995,34,33,2916,32.4
1474,José Luis Morales,es ESP,MFFW,Levante,es La Liga,30,1987,35,35,3058,34
1475,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,27,1990,26,22,1979,22
1476,Luisinho,pt POR,DF,La Coruña,es La Liga,32,1985,30,29,2622,29.1
1477,David Luiz,br BRA,DFMF,Chelsea,eng Premier League,30,1987,10,9,840,9.3
1478,Douglas Luiz,br BRA,MFFW,Girona,es La Liga,19,1998,15,1,309,3.4
1479,Everton Luiz,br BRA,MF,SPAL,it Serie A,29,1988,11,7,642,7.1
1480,Jordan Lukaku,be BEL,DF,Lazio,it Serie A,23,1994,30,10,1355,15.1
1481,Romelu Lukaku,be BEL,FW,Manchester Utd,eng Premier League,24,1993,34,33,2867,31.9
1482,Lars Lukas Mai,de GER,DF,Bayern Munich,de Bundesliga,17,2000,2,2,180,2
1483,Dodi Lukebakio,be BEL,MFFW,Watford,eng Premier League,19,1997,1,0,16,0.2
1484,Saša Lukić,rs SRB,MF,Levante,es La Liga,20,1996,16,12,994,11
1485,Senad Lulić,ba BIH,DFMF,Lazio,it Serie A,31,1986,35,30,2426,27
1486,Levi Lumeka,eng ENG,FW,Crystal Palace,eng Premier League,18,1998,1,0,26,0.3
1487,Antonio Luna,es ESP,DF,Levante,es La Liga,26,1991,23,22,2021,22.5
1488,Arnaud Lusamba,cd COD,MF,Nice,fr Ligue 1,20,1997,4,1,162,1.8
1489,Fabian Lustenberger,ch SUI,MFDF,Hertha BSC,de Bundesliga,29,1988,23,18,1583,17.6
1490,Andreas Luthe,de GER,GK,Augsburg,de Bundesliga,30,1987,2,2,180,2
1491,Lyanco,br BRA,DF,Torino,it Serie A,20,1997,4,4,316,3.5
1492,Charalambos Lykogiannis,gr GRE,DF,Cagliari,it Serie A,23,1993,11,8,687,7.6
1493,Cheikh M'Bengue,sn SEN,DF,Saint-Étienne,fr Ligue 1,29,1988,7,6,489,5.4
1494,Raïs M'Bolhi,dz ALG,GK,Rennes,fr Ligue 1,31,1986,1,1,90,1
1495,Yann M'Vila,fr FRA,MF,Saint-Étienne,fr Ligue 1,27,1990,17,17,1479,16.4
1496,Zinédine Machach,fr FRA,FWMF,Toulouse,fr Ligue 1,21,1996,4,2,193,2.1
1497,Pablo Maffeo,es ESP,DF,Girona,es La Liga,20,1997,33,32,2642,29.4
1498,Christian Maggio,it ITA,DF,Napoli,it Serie A,35,1982,13,6,641,7.1
1499,Francesco Magnanelli,it ITA,MF,Sassuolo,it Serie A,32,1984,32,30,2494,27.7
1500,Harry Maguire,eng ENG,DF,Leicester City,eng Premier League,24,1993,38,38,3420,38
1501,Hicham Mahou,fr FRA,MFFW,Nice,fr Ligue 1,18,1999,3,0,55,0.6
1502,Riyad Mahrez,dz ALG,MFFW,Leicester City,eng Premier League,26,1991,36,34,2950,32.8
1503,Thiago Maia,br BRA,MFDF,Lille,fr Ligue 1,20,1997,34,28,2463,27.4
1504,Arne Maier,de GER,MF,Hertha BSC,de Bundesliga,18,1999,17,14,1223,13.6
1505,Sebastian Maier,de GER,MF,Hannover 96,de Bundesliga,23,1993,10,2,265,2.9
1506,Domenico Maietta,it ITA,DF,Bologna,it Serie A,34,1982,7,6,468,5.2
1507,Habib Maïga,ci CIV,MFDF,Saint-Étienne,fr Ligue 1,21,1996,13,7,708,7.9
1508,Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,22,1995,34,34,3032,33.7
1509,Linton Maina,de GER,MF,Hannover 96,de Bundesliga,18,1999,1,0,5,0.1
1510,Ainsley Maitland-Niles,eng ENG,DFMF,Arsenal,eng Premier League,19,1997,15,8,914,10.2
1511,Jean-Victor Makengo,fr FRA,FWMF,Nice,fr Ligue 1,19,1998,5,2,246,2.7
1512,Nemanja Maksimović,rs SRB,MF,Valencia,es La Liga,22,1995,15,6,557,6.2
1513,Nikola Maksimović,rs SRB,DF,Napoli,it Serie A,25,1991,2,1,96,1.1
1514,Malcom,br BRA,FW,Bordeaux,fr Ligue 1,20,1997,35,32,2856,31.7
1515,Kévin Malcuit,ma MAR,DF,Lille,fr Ligue 1,26,1991,23,21,1817,20.2
1516,Yunus Mallı,tr TUR,FWMF,Wolfsburg,de Bundesliga,25,1992,31,24,2242,24.9
1517,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,26,1991,34,34,2999,33.3
1518,Scott Malone,eng ENG,DF,Huddersfield,eng Premier League,26,1991,22,12,1119,12.4
1519,Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,28,1989,33,33,2970,33
1520,Gianluca Mancini,it ITA,DF,Atalanta,it Serie A,21,1996,11,8,684,7.6
1521,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,32,1985,31,31,2704,30
1522,Aïssa Mandi,dz ALG,DF,Betis,es La Liga,25,1991,34,34,3024,33.6
1523,Georges Mandjeck,cm CMR,MFDF,Metz,fr Ligue 1,28,1988,14,11,968,10.8
1524,Rolando Mandragora,it ITA,MF,Crotone,it Serie A,20,1997,36,36,3240,36
1525,Mario Mandžukić,hr CRO,FW,Juventus,it Serie A,31,1986,32,27,2324,25.8
1526,Sadio Mané,sn SEN,FW,Liverpool,eng Premier League,25,1992,29,28,2190,24.3
1527,Eliaquim Mangala,fr FRA,DF,Manchester City,eng Premier League,26,1991,9,4,488,5.4
1528,Eliaquim Mangala,fr FRA,DF,Everton,eng Premier League,26,1991,2,2,134,1.5
1529,Orel Mangala,be BEL,MF,Stuttgart,de Bundesliga,19,1998,20,7,779,8.7
1530,Kader Mangane,sn SEN,DF,Strasbourg,fr Ligue 1,34,1983,20,20,1718,19.1
1531,Thomas Mangani,fr FRA,MF,Angers,fr Ligue 1,30,1987,35,34,3025,33.6
1532,Kostas Manolas,gr GRE,DF,Roma,it Serie A,26,1991,29,27,2338,26
1533,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,23,1994,21,20,1758,19.5
1534,Martín Mantovani,ar ARG,DF,Leganés,es La Liga,33,1984,14,10,1022,11.4
1535,José Manuel Jurado,es ESP,MFFW,Espanyol,es La Liga,31,1986,29,20,1501,16.7
1536,Harrison Manzala,cd COD,FWMF,Amiens,fr Ligue 1,23,1994,37,18,1867,20.7
