Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s
287,Davide Biraschi,it ITA,DF,Genoa,it Serie A,24,1994,34,32,2841,31.6
288,Valter Birsa,si SVN,MFFW,Cagliari,it Serie A,31,1986,12,4,353,3.9
289,Valter Birsa,si SVN,MFFW,Chievo,it Serie A,31,1986,17,12,1101,12.2
290,Yves Bissouma,ml MLI,MF,Brighton,eng Premier League,21,1996,28,17,1774,19.7
291,Leonardo Bittencourt,de GER,MF,Hoffenheim,de Bundesliga,24,1993,21,13,1069,11.9
292,Alejandro Blanco,es ESP,FWMF,Alavés,es La Liga,19,1998,2,0,16,0.2
293,Rubén Blanco,es ESP,GK,Celta Vigo,es La Liga,23,1995,25,25,2250,25
294,Ludovic Blas,fr FRA,MFFW,Guingamp,fr Ligue 1,20,1997,34,27,2372,26.4
295,Pablo de Blasis,ar ARG,DFMF,Eibar,es La Liga,30,1988,24,16,1520,16.9
296,Pablo de Blasis,ar ARG,FW,Mainz 05,de Bundesliga,30,1988,1,1,90,1
297,Alexis Blin,fr FRA,MF,Amiens,fr Ligue 1,21,1996,27,25,1990,22.1
298,Danny Blum,de GER,MF,Eint Frankfurt,de Bundesliga,27,1991,1,0,3,0
299,Emmanuel Boateng,gh GHA,FW,Levante,es La Liga,22,1996,16,7,699,7.8
300,Jérôme Boateng,de GER,DF,Bayern Munich,de Bundesliga,29,1988,20,19,1693,18.8
301,Kevin-Prince Boateng,gh GHA,FW,Sassuolo,it Serie A,31,1987,13,11,938,10.4
302,Kevin-Prince Boateng,gh GHA,FW,Barcelona,es La Liga,31,1987,3,3,239,2.7
303,Antonin Bobichon,fr FRA,MF,Nîmes,fr Ligue 1,22,1995,30,24,2153,23.9
304,Yann Bodiger,fr FRA,MF,Toulouse,fr Ligue 1,23,1995,1,0,13,0.1
305,Mathieu Bodmer,fr FRA,MFFW,Amiens,fr Ligue 1,35,1982,26,10,1073,11.9
306,Adam Bodzek,de GER,MFDF,Düsseldorf,de Bundesliga,32,1985,21,20,1596,17.7
307,Jean-Paul Boëtius,nl NED,MF,Mainz 05,de Bundesliga,24,1994,30,25,2127,23.6
308,Sacha Boey,fr FRA,DF,Rennes,fr Ligue 1,17,2000,1,0,14,0.2
309,Jeremie Boga,ci CIV,FWMF,Sassuolo,it Serie A,21,1997,25,14,1443,16
310,Willy Boly,ci CIV,DF,Wolves,eng Premier League,27,1991,36,36,3167,35.2
311,Léo Bonatini,br BRA,FW,Wolves,eng Premier League,24,1994,7,0,135,1.5
312,Giacomo Bonaventura,it ITA,MF,Milan,it Serie A,28,1989,8,8,646,7.2
313,Daniele Bonera,it ITA,DF,Villarreal,es La Liga,37,1981,5,4,230,2.6
314,Gaëtan Bong,cm CMR,DF,Brighton,eng Premier League,30,1988,22,19,1808,20.1
315,Kevin Bonifazi,it ITA,DF,SPAL,it Serie A,22,1996,27,26,2301,25.6
316,Leonardo Bonucci,it ITA,DF,Juventus,it Serie A,31,1987,29,27,2472,27.5
317,Fabio Borini,it ITA,FWDF,Milan,it Serie A,27,1991,20,10,1054,11.7
318,Robin Bormuth,de GER,DF,Düsseldorf,de Bundesliga,22,1995,10,6,616,6.8
319,Artur Boruc,pl POL,GK,Bournemouth,eng Premier League,38,1980,12,12,1080,12
320,Olivier Boscagli,fr FRA,DF,Nice,fr Ligue 1,20,1997,14,10,863,9.6
321,Gabriel Boschilia,br BRA,FWMF,Nantes,fr Ligue 1,22,1996,29,14,1319,14.7
322,John Bostock,tt TRI,MF,Toulouse,fr Ligue 1,26,1992,16,10,984,10.9
323,Denis Bouanga,ga GAB,MFFW,Nîmes,fr Ligue 1,23,1994,35,29,2633,29.3
324,Zacharie Boucher,fr FRA,GK,Angers,fr Ligue 1,26,1992,2,2,180,2
325,Ryad Boudebouz,dz ALG,MFFW,Celta Vigo,es La Liga,28,1990,11,8,717,8
326,Ryad Boudebouz,dz ALG,MFFW,Betis,es La Liga,28,1990,9,6,539,6
327,Sofiane Boufal,ma MAR,MFFW,Celta Vigo,es La Liga,24,1993,35,25,2085,23.2
328,Nassim Boujellab,ma MAR,MF,Schalke 04,de Bundesliga,19,1999,7,4,378,4.2
329,Arnold Bouka Moutou,cg CGO,DFFW,Dijon,fr Ligue 1,29,1988,3,0,66,0.7
330,Yassine Bounou,ma MAR,GK,Girona,es La Liga,27,1991,32,32,2861,31.8
331,Mehdi Bourabia,ma MAR,MF,Sassuolo,it Serie A,26,1991,32,21,2010,22.3
332,Benjamin Bourigeaud,fr FRA,MFFW,Rennes,fr Ligue 1,24,1994,34,28,2425,26.9
333,Bilal Boutobba,fr FRA,FWMF,Montpellier,fr Ligue 1,19,1998,2,0,32,0.4
334,Umut Bozok,tr TUR,FW,Nîmes,fr Ligue 1,21,1996,25,14,1235,13.7
335,Filip Bradarić,hr CRO,MF,Cagliari,it Serie A,26,1992,27,17,1494,16.6
336,Robbie Brady,ie IRL,MF,Burnley,eng Premier League,26,1992,16,6,720,8
337,Martin Braithwaite,dk DEN,FW,Leganés,es La Liga,27,1991,19,16,1402,15.6
338,Julian Brandt,de GER,MFFW,Leverkusen,de Bundesliga,22,1996,33,30,2666,29.6
339,Darko Brašanac,rs SRB,MF,Alavés,es La Liga,26,1992,24,17,1580,17.6
340,Pedro Brazão,pt POR,MFFW,Nice,fr Ligue 1,15,2002,1,0,14,0.2
341,Fabian Bredlow,de GER,GK,Nürnberg,de Bundesliga,23,1995,13,12,1128,12.5
342,Josip Brekalo,hr CRO,FWMF,Wolfsburg,de Bundesliga,20,1998,25,15,1415,15.7
343,Gleison Bremer,br BRA,DF,Torino,it Serie A,21,1997,5,2,183,2
344,Joshua Brenet,nl NED,DF,Hoffenheim,de Bundesliga,24,1994,14,10,906,10.1
345,Rajko Brežančić,rs SRB,DF,Huesca,es La Liga,28,1989,1,0,67,0.7
346,Anthony Briançon,fr FRA,DF,Nîmes,fr Ligue 1,23,1994,33,33,2924,32.5
347,Jimmy Briand,fr FRA,FW,Bordeaux,fr Ligue 1,32,1985,35,28,2495,27.7
348,Nicolò Brighenti,it ITA,DF,Frosinone,it Serie A,28,1989,11,11,990,11
349,Matteo Brighi,it ITA,MF,Empoli,it Serie A,37,1981,10,1,231,2.6
350,Enrico Brignola,it ITA,FWMF,Sassuolo,it Serie A,19,1999,7,2,175,1.9
351,Miguel Britos,uy URU,DF,Watford,eng Premier League,33,1985,3,2,185,2.1
352,David Brooks,wls WAL,MFFW,Bournemouth,eng Premier League,21,1997,30,29,2261,25.1
353,John Brooks,us USA,DF,Wolfsburg,de Bundesliga,25,1993,29,29,2610,29
354,Daniel Brosinski,de GER,DF,Mainz 05,de Bundesliga,30,1988,26,26,2203,24.5
355,Marcelo Brozović,hr CRO,MF,Inter,it Serie A,25,1992,32,31,2650,29.4
356,Bruma,pt POR,MF,RB Leipzig,de Bundesliga,23,1994,14,6,553,6.1
357,Jeffrey Bruma,nl NED,DF,Schalke 04,de Bundesliga,26,1991,9,7,624,6.9
358,Bruno,es ESP,DF,Brighton,eng Premier League,37,1980,14,14,1131,12.6
359,Jacob Bruun Larsen,dk DEN,FW,Dortmund,de Bundesliga,19,1998,24,16,1265,14.1
360,Bryan,es ESP,MFFW,Sevilla,es La Liga,17,2001,11,0,167,1.9
361,Joe Bryan,eng ENG,DFMF,Fulham,eng Premier League,24,1993,28,27,2345,26.1
362,Gianluigi Buffon,it ITA,GK,Paris S-G,fr Ligue 1,40,1978,17,17,1530,17
363,Niko Bungert,de GER,DF,Mainz 05,de Bundesliga,31,1986,7,3,284,3.2
364,Guido Burgstaller,at AUT,FW,Schalke 04,de Bundesliga,29,1989,24,17,1526,17
365,Burgui,es ESP,MFFW,Alavés,es La Liga,24,1993,16,5,555,6.2
366,Jonathan Burkardt,de GER,FWMF,Mainz 05,de Bundesliga,18,2000,4,4,259,2.9
367,Roman Bürki,ch SUI,GK,Dortmund,de Bundesliga,27,1990,32,32,2880,32
368,Patrick Burner,mq MTQ,DF,Nice,fr Ligue 1,22,1996,17,15,1352,15
369,Sergio Busquets,es ESP,MF,Barcelona,es La Liga,30,1988,35,30,2715,30.2
370,Gaëtan Bussmann,fr FRA,DF,Mainz 05,de Bundesliga,27,1991,1,1,90,1
371,Unai Bustinza,es ESP,DF,Leganés,es La Liga,26,1992,25,24,2023,22.5
372,Ludovic Butelle,fr FRA,GK,Angers,fr Ligue 1,35,1983,36,36,3239,36
373,David Button,eng ENG,GK,Brighton,eng Premier League,29,1989,4,4,360,4
374,Jakub Błaszczykowski,pl POL,MF,Wolfsburg,de Bundesliga,32,1985,1,0,13,0.1
375,Erick Cabaco,uy URU,DF,Levante,es La Liga,23,1995,21,20,1632,18.1
376,Willy Caballero,ar ARG,GK,Chelsea,eng Premier League,36,1981,2,2,180,2
377,Rémy Cabella,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,28,1990,34,34,2997,33.3
378,Gustavo Cabral,ar ARG,DF,Celta Vigo,es La Liga,32,1985,24,21,1897,21.1
379,Rafael Cabral,br BRA,GK,Sampdoria,it Serie A,28,1990,2,2,180,2
380,Leandro Cabrera,uy URU,DF,Getafe,es La Liga,27,1991,32,31,2794,31
381,Fabrizio Cacciatore,it ITA,DF,Cagliari,it Serie A,31,1986,7,7,580,6.4
382,Fabrizio Cacciatore,it ITA,DF,Chievo,it Serie A,31,1986,7,5,497,5.5
383,Martín Cáceres,uy URU,DF,Lazio,it Serie A,31,1987,4,3,307,3.4
384,Martín Cáceres,uy URU,DF,Juventus,it Serie A,31,1987,9,7,628,7
385,Anthony Caci,fr FRA,DF,Strasbourg,fr Ligue 1,21,1997,29,26,2298,25.5
386,Mathieu Cafaro,fr FRA,FWMF,Reims,fr Ligue 1,21,1997,34,24,2095,23.3
387,Gary Cahill,eng ENG,DF,Chelsea,eng Premier League,32,1985,2,0,24,0.3
388,Yannick Cahuzac,fr FRA,MFDF,Toulouse,fr Ligue 1,33,1985,23,15,1431,15.9
389,Felipe Caicedo,ec ECU,FW,Lazio,it Serie A,29,1988,28,17,1371,15.2
390,Marc-Aurèle Caillard,fr FRA,GK,Guingamp,fr Ligue 1,24,1994,21,21,1890,21
391,Tom Cairney,sct SCO,MFFW,Fulham,eng Premier League,27,1991,31,24,2194,24.4
392,Caiuby,br BRA,MFFW,Augsburg,de Bundesliga,30,1988,14,10,1006,11.2
393,Arturo Calabresi,it ITA,DF,Bologna,it Serie A,22,1996,18,16,1412,15.7
394,Davide Calabria,it ITA,DF,Milan,it Serie A,21,1996,26,22,1950,21.7
395,Jordi Calavera,es ESP,DF,Eibar,es La Liga,22,1995,1,0,1,0
396,Fernando Calero,es ESP,DF,Valladolid,es La Liga,22,1995,36,35,3130,34.8
397,Duje Ćaleta-Car,hr CRO,DF,Marseille,fr Ligue 1,21,1996,20,17,1547,17.2
398,Hakan Çalhanoğlu,tr TUR,MFFW,Milan,it Serie A,24,1994,36,34,2884,32
399,Daniel Caligiuri,it ITA,DFFW,Schalke 04,de Bundesliga,30,1988,31,31,2756,30.6
400,José Callejón,es ESP,MFFW,Napoli,it Serie A,31,1987,34,29,2650,29.4
401,Jonathan Calleri,ar ARG,FW,Alavés,es La Liga,24,1993,34,33,2869,31.9
402,Jan-Ingwer Callsen-Bracker,de GER,DF,Augsburg,de Bundesliga,33,1984,1,0,7,0.1
403,Dominic Calvert-Lewin,eng ENG,FW,Everton,eng Premier League,21,1997,35,19,1784,19.8
404,Ignacio Camacho,es ESP,MF,Wolfsburg,de Bundesliga,28,1990,6,6,540,6
405,Juanjo Camacho,es ESP,MFDF,Huesca,es La Liga,37,1980,3,0,37,0.4
406,Rafael Camacho,pt POR,DF,Liverpool,eng Premier League,18,2000,1,0,1,0
407,Mahdi Camara,fr FRA,FW,Saint-Étienne,fr Ligue 1,20,1998,1,0,10,0.1
408,Souleymane Camara,sn SEN,FWMF,Montpellier,fr Ligue 1,35,1982,12,0,137,1.5
409,Víctor Camarasa,es ESP,MF,Cardiff City,eng Premier League,24,1994,32,31,2569,28.5
410,Eduardo Camavinga,fr FRA,MF,Rennes,fr Ligue 1,15,2002,7,4,364,4
411,Sergio Camello,es ESP,FW,Atlético Madrid,es La Liga,17,2001,1,0,45,0.5
412,José Campaña,es ESP,MF,Levante,es La Liga,25,1993,36,36,3210,35.7
413,Joel Campbell,cr CRC,FWMF,Frosinone,it Serie A,26,1992,17,11,891,9.9
414,Emre Can,de GER,MF,Juventus,it Serie A,24,1994,29,20,1811,20.1
415,Sergio Canales,es ESP,MF,Betis,es La Liga,27,1991,32,30,2655,29.5
416,João Cancelo,pt POR,DF,Juventus,it Serie A,24,1994,25,22,1968,21.9
417,Antonio Candreva,it ITA,FWMF,Inter,it Serie A,31,1987,18,5,502,5.6
418,Ander Capa,es ESP,DFFW,Athletic Club,es La Liga,26,1992,25,17,1642,18.2
419,Luan Capanni,br BRA,FW,Lazio,it Serie A,18,2000,1,0,9,0.1
420,Pierrick Capelle,fr FRA,DFMF,Angers,fr Ligue 1,31,1987,26,21,1842,20.5
421,Leonardo Capezzi,it ITA,MF,Empoli,it Serie A,23,1995,12,9,772,8.6
422,Étienne Capoue,fr FRA,MF,Watford,eng Premier League,30,1988,33,33,2944,32.7
423,Gianluca Caprari,it ITA,FWMF,Sampdoria,it Serie A,25,1993,21,12,1031,11.5
424,Marco Capuano,it ITA,DF,Frosinone,it Serie A,26,1991,27,27,2307,25.6
425,Francesco Caputo,it ITA,FW,Empoli,it Serie A,30,1987,38,38,3420,38
426,Yoan Cardinale,fr FRA,GK,Nice,fr Ligue 1,24,1994,3,3,270,3
427,Marc Cardona,es ESP,FWMF,Eibar,es La Liga,23,1995,17,6,604,6.7
428,Diego Carlos,br BRA,DF,Nantes,fr Ligue 1,25,1993,35,35,3148,35
429,Jonas Carls,de GER,FW,Schalke 04,de Bundesliga,21,1997,1,1,90,1
430,Louis Carnot,fr FRA,MF,Guingamp,fr Ligue 1,17,2001,1,0,8,0.1
431,Lionel Carole,fr FRA,DFFW,Strasbourg,fr Ligue 1,27,1991,23,20,1727,19.2
432,Daniel Carriço,pt POR,DF,Sevilla,es La Liga,29,1988,24,24,2130,23.7
433,Guido Carrillo,ar ARG,FW,Leganés,es La Liga,27,1991,32,23,1992,22.1
434,Andy Carroll,eng ENG,FW,West Ham,eng Premier League,29,1989,12,3,461,5.1
435,Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,26,1992,24,23,2107,23.4
436,William Carvalho,pt POR,MF,Betis,es La Liga,26,1992,30,26,2385,26.5
437,Casemiro,br BRA,MF,Real Madrid,es La Liga,26,1992,29,27,2312,25.7
438,Santiago Cáseres,ar ARG,MF,Villarreal,es La Liga,21,1997,23,17,1588,17.6
439,Moreto Cassamã,gw GNB,MF,Reims,fr Ligue 1,20,1998,1,1,59,0.7
440,Francesco Cassata,it ITA,MF,Frosinone,it Serie A,21,1997,19,14,1124,12.5
441,Timothy Castagne,be BEL,DF,Atalanta,it Serie A,22,1995,28,21,2006,22.3
442,Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,26,1992,26,26,2295,25.5
443,Samu Castillejo,es ESP,FWMF,Milan,it Serie A,23,1995,31,8,1023,11.4
444,Gonzalo Castro,de GER,MF,Stuttgart,de Bundesliga,31,1987,25,19,1692,18.8
445,Jonny Castro,es ESP,DFMF,Wolves,eng Premier League,24,1994,33,32,2771,30.8
446,Lucas Castro,ar ARG,MF,Cagliari,it Serie A,29,1989,12,10,896,10
447,Danilo Cataldi,it ITA,MFFW,Lazio,it Serie A,23,1994,12,4,578,6.4
448,Catena,es ESP,DF,Rayo Vallecano,es La Liga,23,1994,2,2,176,2
449,Craig Cathcart,nir NIR,DF,Watford,eng Premier League,29,1989,36,35,3096,34.4
450,Ivan Cavaleiro,pt POR,FWMF,Wolves,eng Premier League,24,1993,23,6,693,7.7
451,Edinson Cavani,uy URU,FW,Paris S-G,fr Ligue 1,31,1987,21,20,1671,18.6
452,Santi Cazorla,es ESP,MFFW,Villarreal,es La Liga,33,1984,35,30,2647,29.4
453,Dani Ceballos,es ESP,MFFW,Real Madrid,es La Liga,21,1996,23,13,1248,13.9
454,Federico Ceccherini,it ITA,DF,Fiorentina,it Serie A,26,1992,15,11,994,11
455,Petr Čech,cz CZE,GK,Arsenal,eng Premier League,36,1982,7,7,584,6.5
456,Žan Celar,si SVN,FW,Roma,it Serie A,19,1999,1,0,5,0.1
457,Zeki Çelik,tr TUR,DF,Lille,fr Ligue 1,21,1997,34,34,2971,33
458,Luca Ceppitelli,it ITA,DF,Cagliari,it Serie A,28,1989,24,24,2051,22.8
459,Fabio Ceravolo,it ITA,FW,Parma,it Serie A,31,1987,25,12,1185,13.2
460,Alberto Cerri,it ITA,FW,Cagliari,it Serie A,22,1996,15,7,670,7.4
461,Boštjan Cesar,si SVN,DF,Chievo,it Serie A,36,1982,14,11,1079,12
462,Nacer Chadli,be BEL,MFDF,Monaco,fr Ligue 1,28,1989,16,9,691,7.7
463,Fouad Chafik,ma MAR,DF,Dijon,fr Ligue 1,31,1986,21,21,1847,20.5
464,Nathaniel Chalobah,eng ENG,MF,Watford,eng Premier League,23,1994,9,3,270,3
465,Calum Chambers,eng ENG,MFDF,Fulham,eng Premier League,23,1995,31,29,2588,28.8
466,Timothy Chandler,us USA,DF,Eint Frankfurt,de Bundesliga,28,1990,1,0,17,0.2
467,Kwon Chang-hoon,kr KOR,FWMF,Dijon,fr Ligue 1,24,1994,19,10,938,10.4
468,Charles,br BRA,FW,Eibar,es La Liga,34,1984,34,17,1739,19.3
469,Xavier Chavalerin,fr FRA,MF,Reims,fr Ligue 1,27,1991,36,36,3240,36
470,Pablo Chavarría,ar ARG,FW,Reims,fr Ligue 1,30,1988,30,23,1973,21.9
471,Chechu,es ESP,DF,Rayo Vallecano,es La Liga,36,1982,1,1,90,1
472,Pape Cheikh Diop,sn SEN,MF,Lyon,fr Ligue 1,20,1997,12,5,454,5
473,Chema,es ESP,DF,Levante,es La Liga,26,1992,19,13,1254,13.9
474,Denis Cheryshev,ru RUS,MF,Valencia,es La Liga,27,1990,27,19,1706,19
475,Raman Chibsah,gh GHA,MF,Frosinone,it Serie A,25,1993,32,30,2622,29.1
476,Leandro Chichizola,ar ARG,GK,Getafe,es La Liga,28,1990,1,1,90,1
477,Giorgio Chiellini,it ITA,DF,Juventus,it Serie A,33,1984,25,22,1991,22.1
478,Federico Chiesa,it ITA,FW,Fiorentina,it Serie A,20,1997,37,34,3034,33.7
479,Ben Chilwell,eng ENG,DF,Leicester City,eng Premier League,21,1996,36,36,3240,36
480,Vlad Chiricheș,ro ROU,DF,Napoli,it Serie A,28,1989,3,3,147,1.6
481,Tahith Chong,nl NED,FW,Manchester Utd,eng Premier League,18,1999,2,0,38,0.4
482,Hamza Choudhury,eng ENG,MF,Leicester City,eng Premier League,20,1997,9,7,595,6.6
483,Andreas Christensen,dk DEN,DF,Chelsea,eng Premier League,22,1996,8,6,617,6.9
484,Cyrus Christie,ie IRL,DFMF,Fulham,eng Premier League,25,1992,28,19,1948,21.6
485,Samuel Chukwueze,ng NGA,MFFW,Villarreal,es La Liga,19,1999,26,19,1706,19
486,Camillo Ciano,it ITA,FWMF,Frosinone,it Serie A,28,1990,33,28,2454,27.3
487,Amato Ciciretti,it ITA,FWMF,Parma,it Serie A,24,1993,6,1,139,1.5
488,Luca Cigarini,it ITA,MF,Cagliari,it Serie A,32,1986,25,20,1682,18.7
489,Per Ciljan Skjelbred,no NOR,MF,Hertha BSC,de Bundesliga,31,1987,16,12,997,11.1
490,Jasper Cillessen,nl NED,GK,Barcelona,es La Liga,29,1989,3,3,270,3
491,Laurent Ciman,be BEL,DF,Dijon,fr Ligue 1,32,1985,9,7,717,8
492,Daniel Ciofani,it ITA,FW,Frosinone,it Serie A,33,1985,31,17,1618,18
493,Thiago Cionek,pl POL,DF,SPAL,it Serie A,32,1986,31,29,2542,28.2
494,Ibrahima Cissé,gn GUI,MF,Fulham,eng Premier League,24,1994,3,1,88,1
495,Till Cissokho,fr FRA,DF,Bordeaux,fr Ligue 1,18,2000,1,1,78,0.9
496,Ciaran Clark,ie IRL,DF,Newcastle Utd,eng Premier League,28,1989,11,9,858,9.5
497,Tom Cleverley,eng ENG,MF,Watford,eng Premier League,28,1989,13,4,478,5.3
498,Nathaniel Clyne,eng ENG,DF,Bournemouth,eng Premier League,27,1991,14,13,1143,12.7
499,Nathaniel Clyne,eng ENG,DF,Liverpool,eng Premier League,27,1991,4,1,111,1.2
500,Conor Coady,eng ENG,DF,Wolves,eng Premier League,25,1993,38,38,3420,38
501,Marcus Coco,fr FRA,FWMF,Guingamp,fr Ligue 1,22,1996,33,21,1840,20.4
502,Coke,es ESP,DF,Levante,es La Liga,31,1987,27,19,1817,20.2
503,Joel Coleman,eng ENG,GK,Huddersfield,eng Premier League,22,1995,1,1,90,1
504,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,29,1988,29,29,2558,28.4
505,Álex Collado,es ESP,FW,Barcelona,es La Liga,19,1999,1,0,85,0.9
506,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,25,1992,21,21,1762,19.6
507,Racine Coly,sn SEN,DFMF,Nice,fr Ligue 1,22,1995,9,6,503,5.6
508,Kingsley Coman,fr FRA,FWMF,Bayern Munich,de Bundesliga,22,1996,21,17,1378,15.3
509,Santi Comesaña,es ESP,MF,Rayo Vallecano,es La Liga,21,1996,25,23,2032,22.6
510,Daniel Congré,fr FRA,DF,Montpellier,fr Ligue 1,33,1985,37,37,3292,36.6
511,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,31,1987,36,36,3213,35.7
512,Andrea Conti,it ITA,DF,Milan,it Serie A,24,1994,12,4,500,5.6
513,Lewis Cook,eng ENG,MF,Bournemouth,eng Premier League,21,1997,13,8,723,8
514,Steve Cook,eng ENG,DF,Bournemouth,eng Premier League,27,1991,31,31,2786,31
515,Duje Čop,hr CRO,FW,Valladolid,es La Liga,28,1990,18,6,687,7.6
516,Francis Coquelin,fr FRA,MF,Valencia,es La Liga,27,1991,26,20,1761,19.6
517,Gabriele Corbo,it ITA,DF,Bologna,it Serie A,18,2000,1,0,5,0.1
518,Iñigo Córdoba,es ESP,FWMF,Athletic Club,es La Liga,21,1997,23,15,1321,14.7
519,Sergio Córdova,ve VEN,FW,Augsburg,de Bundesliga,20,1997,20,3,531,5.9
520,Benjamin Corgnet,fr FRA,MFFW,Strasbourg,fr Ligue 1,31,1987,17,6,671,7.5
521,Ante Ćorić,hr CRO,MF,Roma,it Serie A,21,1997,2,0,24,0.3
522,Jack Cork,eng ENG,MF,Burnley,eng Premier League,29,1989,37,37,3312,36.8
523,Andreas Cornelius,dk DEN,FW,Bordeaux,fr Ligue 1,25,1993,20,6,792,8.8
524,Maxwel Cornet,ci CIV,FW,Lyon,fr Ligue 1,21,1996,27,12,1281,14.2
525,Quentin Cornette,fr FRA,FWMF,Amiens,fr Ligue 1,24,1994,5,3,209,2.3
526,Ángel Correa,ar ARG,MFFW,Atlético Madrid,es La Liga,23,1995,36,20,1919,21.3
527,Joaquín Correa,ar ARG,FWMF,Lazio,it Serie A,23,1994,34,18,1927,21.4
528,Danny da Costa,de GER,DFFW,Eint Frankfurt,de Bundesliga,25,1993,34,34,3033,33.7
529,Diego Costa,es ESP,FW,Atlético Madrid,es La Liga,29,1988,16,14,1112,12.4
530,Douglas Costa,br BRA,FWMF,Juventus,it Serie A,27,1990,17,7,621,6.9
531,Filippo Costa,it ITA,DFFW,SPAL,it Serie A,23,1995,9,6,564,6.3
532,Hélder Costa,ao ANG,FWMF,Wolves,eng Premier League,24,1994,25,16,1341,14.9
533,Jaume Costa,es ESP,DF,Villarreal,es La Liga,30,1988,21,18,1495,16.6
534,Nuno da Costa,cv CPV,FW,Strasbourg,fr Ligue 1,27,1991,34,22,2052,22.8
535,David Costas,es ESP,DF,Celta Vigo,es La Liga,23,1995,15,13,1173,13
536,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,31,1987,37,37,3330,37
537,Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,26,1991,32,19,1751,19.5
538,Senou Coulibaly,ml MLI,DF,Dijon,fr Ligue 1,23,1994,9,6,411,4.6
539,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,26,1992,27,27,2430,27
540,Philippe Coutinho,br BRA,FWMF,Barcelona,es La Liga,26,1992,34,22,2018,22.4
541,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,19,1999,12,11,984,10.9
542,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,24,1994,38,38,3420,38
543,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,28,1989,20,18,1589,17.7
544,Domenico Criscito,it ITA,DF,Genoa,it Serie A,31,1986,35,35,3070,34.1
545,Lorenzo Crisetig,it ITA,MF,Frosinone,it Serie A,25,1993,8,5,507,5.6
546,Bryan Cristante,it ITA,MF,Roma,it Serie A,23,1995,35,26,2425,26.9
547,Sebastián Cristóforo,uy URU,MF,Getafe,es La Liga,24,1993,15,4,450,5
548,Enzo Crivelli,fr FRA,FW,Caen,fr Ligue 1,23,1995,33,28,2260,25.1
549,Peter Crouch,eng ENG,FW,Burnley,eng Premier League,37,1981,6,0,92,1
550,Alessio da Cruz,cv CPV,FWMF,Parma,it Serie A,21,1997,3,1,144,1.6
551,Juan Cuadrado,co COL,MFDF,Juventus,it Serie A,30,1988,18,14,1220,13.6
552,Cucho,co COL,FW,Huesca,es La Liga,19,1999,34,25,2150,23.9
553,Marc Cucurella,es ESP,MFFW,Eibar,es La Liga,20,1998,31,26,2354,26.2
554,Iván Cuéllar,es ESP,GK,Leganés,es La Liga,34,1984,34,34,3055,33.9
555,Mickaël Cuisance,fr FRA,MF,M'Gladbach,de Bundesliga,18,1999,11,1,279,3.1
556,Matheus Cunha,br BRA,FWMF,RB Leipzig,de Bundesliga,19,1999,25,9,853,9.5
557,Greg Cunningham,ie IRL,DF,Cardiff City,eng Premier League,27,1991,7,7,630,7
558,Patrick Cutrone,it ITA,FW,Milan,it Serie A,20,1998,34,12,1457,16.2
559,Wylan Cyprien,fr FRA,MF,Nice,fr Ligue 1,23,1995,29,27,2360,26.2
560,Marco D'Alessandro,it ITA,DF,Udinese,it Serie A,27,1991,24,16,1495,16.6
561,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,29,1988,30,29,2579,28.7
562,Damien Da Silva,fr FRA,DF,Rennes,fr Ligue 1,30,1988,33,32,2874,31.9
563,Kouadio-Yves Dabila,ci CIV,DF,Lille,fr Ligue 1,21,1997,12,8,782,8.7
564,Abdoulaye Dabo,fr FRA,FW,Nantes,fr Ligue 1,17,2001,2,2,116,1.3
565,Bryan Dabo,bf BFA,MFDF,Fiorentina,it Serie A,26,1992,23,6,831,9.2
566,Christoph Daferner,de GER,FW,Freiburg,de Bundesliga,20,1998,1,0,25,0.3
567,Colin Dagba,fr FRA,DFMF,Paris S-G,fr Ligue 1,19,1998,17,9,918,10.2
568,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,22,1996,14,7,697,7.7
569,Leon Dajaku,de GER,DFMF,Stuttgart,de Bundesliga,17,2001,2,0,27,0.3
570,Felipe dal Belo,br BRA,DF,SPAL,it Serie A,34,1984,30,27,2361,26.2
571,Nicola Dalmonte,it ITA,FWMF,Genoa,it Serie A,20,1997,3,0,44,0.5
572,Diogo Dalot,pt POR,DFFW,Manchester Utd,eng Premier League,19,1999,16,12,1013,11.3
573,Matty Daly,eng ENG,MF,Huddersfield,eng Premier League,17,2001,2,0,75,0.8
574,Vitalie Damașcan,md MDA,MF,Torino,it Serie A,19,1999,1,0,4,0
575,Loïc Damour,fr FRA,MF,Cardiff City,eng Premier League,27,1991,2,0,23,0.3
