Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
2183,Afimico Pululu,fr FRA,FWMF,Greuther Fürth,de Bundesliga,22,1999,0.8,0,1,0,0,1.29,0,0,,15.7,0,0,0,0.1,0.1,0.1,-0.1,-0.1,Matches,32c016f8
2184,Ignacio Pussetto,ar ARG,FWMF,Udinese,it Serie A,25,1995,13.4,4,31,12,38.7,2.32,0.9,0.1,0.25,17.6,0,1,1,4.5,3.7,0.12,-0.5,-0.7,Matches,62437b4f
2185,Niklas Pyyhtiä,fi FIN,MF,Bologna,it Serie A,17,2003,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,88f53b75
2186,Przemysław Płacheta,pl POL,FWMF,Norwich City,eng Premier League,23,1998,5.6,0,8,7,87.5,1.43,1.25,0,0,16.7,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches,3c33f9d9
2187,Yacine Qasmi,ma MAR,FW,Rayo Vallecano,es La Liga,30,1991,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,3b3cbebb
2188,Fabio Quagliarella,it ITA,FW,Sampdoria,it Serie A,38,1983,18.5,4,57,11,19.3,3.08,0.59,0.05,0.27,19.5,1,1,1,5.1,4.4,0.08,-1.1,-1.4,Matches,ee4f2f3b
2189,Quini,es ESP,DF,Granada,es La Liga,31,1989,25.6,0,17,2,11.8,0.66,0.08,0,0,23.1,0,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches,7a538238
2190,Dani Raba,es ESP,MFFW,Villarreal,es La Liga,25,1995,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,ea6a7ab4
2191,Dani Raba,es ESP,MFFW,Granada,es La Liga,25,1995,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,ea6a7ab4
2192,Adrien Rabiot,fr FRA,MF,Juventus,it Serie A,26,1995,25.4,0,26,7,26.9,1.02,0.28,0,0,17.2,0,0,0,2.4,2.4,0.09,-2.4,-2.4,Matches,8.79E+254
2193,Uroš Račić,rs SRB,MF,Valencia,es La Liga,23,1998,13.4,0,16,1,6.3,1.19,0.07,0,0,21.5,0,0,0,1.2,1.2,0.08,-1.2,-1.2,Matches,faed84db
2194,Nemanja Radoja,rs SRB,MF,Levante,es La Liga,28,1993,13.5,0,5,1,20,0.37,0.07,0,0,18.7,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches,b5dd3469
2195,Nemanja Radonjić,rs SRB,FW,Marseille,fr Ligue 1,25,1996,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,0630eb63
2196,Ivan Radovanović,rs SRB,DFMF,Salernitana,it Serie A,32,1988,11.7,1,18,5,27.8,1.54,0.43,0.06,0.2,23.3,1,0,0,1.1,1.1,0.06,-0.1,-0.1,Matches,023937a9
2197,Ionuț Radu,ro ROU,GK,Inter,it Serie A,24,1997,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,67f649be
2198,Ștefan Radu,ro ROU,DF,Lazio,it Serie A,34,1986,6.2,0,2,1,50,0.32,0.16,0,0,24.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,53de807a
2199,Boris Radunović,rs SRB,GK,Cagliari,it Serie A,25,1996,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,0dfce079
2200,Sidney Raebiger,de GER,MF,RB Leipzig,de Bundesliga,16,2005,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,a8090a41
2201,Rafinha,br BRA,MF,Real Sociedad,es La Liga,28,1993,11.7,1,14,2,14.3,1.2,0.17,0.07,0.5,16.9,1,0,0,2.6,2.6,0.19,-1.6,-1.6,Matches,0c2ac3cb
2202,Rafinha,br BRA,FWMF,Paris S-G,fr Ligue 1,28,1993,2.4,0,5,0,0,2.05,0,0,,18.4,1,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches,0c2ac3cb
2203,Antonio Raillo,es ESP,DF,Mallorca,es La Liga,29,1991,17,2,9,4,44.4,0.53,0.24,0.22,0.5,11.6,0,0,0,0.9,0.9,0.1,+1.1,+1.1,Matches,b857bd29
2204,Antonio Raimondo,it ITA,FW,Bologna,it Serie A,17,2004,0.8,0,2,1,50,2.43,1.22,0,0,16.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,ce1a6c7e
2205,Predrag Rajković,rs SRB,GK,Reims,fr Ligue 1,25,1995,38,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,58ad9383
2206,Jesuran Rak Sakyi,eng ENG,FWMF,Crystal Palace,eng Premier League,18,2002,0.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,45685411
2207,Ivan Rakitić,hr CRO,MF,Sevilla,es La Liga,33,1988,24.2,4,29,10,34.5,1.2,0.41,0.1,0.3,22.4,4,1,2,3.6,2,0.07,+0.4,+1.0,Matches,89f951b5
2208,Diant Ramaj,de GER,GK,Eint Frankfurt,de Bundesliga,19,2001,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,b90c4a43
2209,Jonás Ramalho,es ESP,DF,Osasuna,es La Liga,28,1993,2.7,0,2,0,0,0.74,0,0,,24.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,be3a0121
2210,Adil Rami,fr FRA,DF,Troyes,fr Ligue 1,35,1985,13,3,5,3,60,0.38,0.23,0.6,1,6.8,0,0,0,0.8,0.8,0.16,+2.2,+2.2,Matches,8dbff17c
2211,Sandro Ramírez,es ESP,FW,Getafe,es La Liga,26,1995,16.2,3,50,13,26,3.08,0.8,0.06,0.23,23.1,7,0,0,3.9,3.9,0.08,-0.9,-0.9,Matches,833fb62e
2212,Guilherme Ramos,pt POR,DF,Arminia,de Bundesliga,23,1997,10.1,0,7,3,42.9,0.7,0.3,0,0,13.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,df9c3473
2213,Sergio Ramos,es ESP,DF,Paris S-G,fr Ligue 1,35,1986,8.9,2,12,4,33.3,1.35,0.45,0.17,0.5,14.8,0,0,0,2.1,2.1,0.19,-0.1,-0.1,Matches,08511d65
2214,Aaron Ramsdale,eng ENG,GK,Arsenal,eng Premier League,23,1998,34,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,466fb2c5
2215,Aaron Ramsey,wls WAL,MF,Juventus,it Serie A,30,1990,1.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,ef619b0b
2216,Jacob Ramsey,eng ENG,MF,Aston Villa,eng Premier League,20,2001,27.4,6,34,11,32.4,1.24,0.4,0.18,0.55,18.3,0,0,0,4.5,4.5,0.13,+1.5,+1.5,Matches,1544f145
2217,Luca Ranieri,it ITA,DF,Salernitana,it Serie A,22,1999,23.4,1,9,4,44.4,0.39,0.17,0.11,0.25,16.6,0,0,0,0.8,0.8,0.08,+0.2,+0.2,Matches,8c63fae5
2218,Andrea Ranocchia,it ITA,DF,Inter,it Serie A,33,1988,3.8,0,2,1,50,0.53,0.26,0,0,7.3,0,0,0,0.5,0.5,0.23,-0.5,-0.5,Matches,539230cf
2219,Raphinha,br BRA,FWMF,Leeds United,eng Premier League,24,1996,32.4,11,84,21,25,2.59,0.65,0.08,0.33,21.4,10,4,4,11.3,8.1,0.1,-0.3,-1.1,Matches,3423f250
2220,Tobias Raschl,de GER,MF,Greuther Fürth,de Bundesliga,21,2000,6.6,0,5,1,20,0.75,0.15,0,0,25.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,bd992863
2221,Elba Rashani,xk KVX,FWMF,Clermont Foot,fr Ligue 1,28,1993,19.5,8,30,12,40,1.53,0.61,0.27,0.67,13.7,0,0,0,5.1,5.1,0.17,+2.9,+2.9,Matches,25749008
2222,Marcus Rashford,eng ENG,FWMF,Manchester Utd,eng Premier League,23,1997,13.7,4,22,12,54.5,1.6,0.87,0.18,0.33,17.7,1,0,0,3.1,3.1,0.14,+0.9,+0.9,Matches,a1d5bd30
2223,Milot Rashica,xk KVX,FWMF,Norwich City,eng Premier League,25,1996,24.8,1,44,17,38.6,1.78,0.69,0.02,0.06,22.3,7,0,0,3.1,3.1,0.07,-2.1,-2.1,Matches,6c6a3300
2224,Giacomo Raspadori,it ITA,MFFW,Sassuolo,it Serie A,21,2000,30.4,10,71,25,35.2,2.33,0.82,0.14,0.4,17.9,3,0,0,8.1,8.1,0.11,+1.9,+1.9,Matches,6e058f06
2225,Raúl,es ESP,FWDF,Betis,es La Liga,20,2000,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,18f0a9f0
2226,David Raum,de GER,DFFW,Hoffenheim,de Bundesliga,23,1998,30.6,3,25,8,32,0.82,0.26,0.12,0.38,19.8,5,0,0,2.1,2.1,0.08,+0.9,+0.9,Matches,7d450ed3
2227,Nicola Ravaglia,it ITA,GK,Sampdoria,it Serie A,32,1988,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,d7a35008
2228,David Raya,es ESP,GK,Brentford,eng Premier League,25,1995,24,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,98ea5115
2229,Ante Rebić,hr CRO,FW,Milan,it Serie A,27,1993,9.9,2,30,6,20,3.03,0.61,0.07,0.33,16.4,0,0,0,2.9,2.9,0.1,-0.9,-0.9,Matches,536cebe5
2230,Arkadiusz Reca,pl POL,DF,Spezia,it Serie A,26,1995,19.7,0,8,4,50,0.41,0.2,0,0,20.8,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches,6213fd82
2231,Lluís Recasens,es ESP,DF,Espanyol,es La Liga,19,2002,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,c31ea173
2232,Nathan Redmond,eng ENG,MFFW,Southampton,eng Premier League,27,1994,20.4,1,26,9,34.6,1.28,0.44,0.04,0.11,21.2,1,0,0,2.1,2.1,0.08,-1.1,-1.1,Matches,ab651565
2233,Sergio Reguilón,es ESP,DFMF,Tottenham,eng Premier League,24,1996,21.3,2,21,9,42.9,0.99,0.42,0.1,0.22,15.2,0,0,0,3.1,3.1,0.15,-1.1,-1.1,Matches,3353737a
2234,Manolo Reina,es ESP,GK,Mallorca,es La Liga,36,1985,21,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,605eb473
2235,Pepe Reina,es ESP,GK,Lazio,it Serie A,38,1982,15,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,e358587b
2236,Jeff Reine-Adélaïde,fr FRA,MFDF,Lyon,fr Ligue 1,23,1998,2.2,0,3,1,33.3,1.36,0.45,0,0,22.5,0,0,0,0.5,0.5,0.18,-0.5,-0.5,Matches,d504b3e1
2237,Reinier,br BRA,FWMF,Dortmund,de Bundesliga,19,2002,1.8,0,1,0,0,0.56,0,0,,9.4,0,0,0,0.2,0.2,0.24,-0.2,-0.2,Matches,6b21b7b5
2238,Karim Rekik,nl NED,DF,Sevilla,es La Liga,26,1994,12.2,0,4,0,0,0.33,0,0,,10.4,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches,3376a776
2239,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,26,1995,35,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,374ee424
2240,Panagiotis Retsos,gr GRE,DF,Hellas Verona,it Serie A,22,1998,0.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,4bd00a50
2241,Panagiotis Retsos,gr GRE,DFFW,Leverkusen,de Bundesliga,22,1998,0.4,0,1,0,0,2.81,0,0,,8.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,4bd00a50
2242,Marco Reus,de GER,MFFW,Dortmund,de Bundesliga,32,1989,27.8,9,51,22,43.1,1.83,0.79,0.18,0.41,15.8,8,0,0,10.8,10.8,0.21,-1.8,-1.8,Matches,36a3ff67
2243,Elvis Rexhbeçaj,de GER,MF,Bochum,de Bundesliga,23,1997,28.2,0,34,6,17.6,1.2,0.21,0,0,22.7,0,0,0,1.4,1.4,0.04,-1.4,-1.4,Matches,1ae836b1
2244,Gio Reyna,us USA,MF,Dortmund,de Bundesliga,18,2002,4.9,2,11,6,54.5,2.26,1.23,0.18,0.33,16.1,1,0,0,1.6,1.6,0.15,+0.4,+0.4,Matches,7fa4e703
2245,Bryan Reynolds,us USA,DF,Roma,it Serie A,20,2001,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,2306bf5c
2246,Nico Ribaudo,es ESP,MFFW,Espanyol,es La Liga,20,2001,12.4,2,20,4,20,1.61,0.32,0.1,0.5,21.8,0,0,0,1.2,1.2,0.06,+0.8,+0.8,Matches,ce8039aa
2247,Tiago Ribeiro,pt POR,FW,Monaco,fr Ligue 1,19,2002,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,507d7569
2248,Franck Ribéry,fr FRA,MFFW,Salernitana,it Serie A,38,1983,15.8,0,12,2,16.7,0.76,0.13,0,0,18.4,2,0,0,0.9,0.9,0.08,-0.9,-0.9,Matches,f61c7c4e
2249,Samuele Ricci,it ITA,MF,Torino,it Serie A,19,2001,8,0,4,1,25,0.5,0.12,0,0,16.2,0,0,0,0.6,0.6,0.14,-0.6,-0.6,Matches,9823be92
2250,Samuele Ricci,it ITA,MF,Empoli,it Serie A,19,2001,17,1,8,1,12.5,0.47,0.06,0.13,1,27.6,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches,9823be92
2251,Declan Rice,eng ENG,MF,West Ham,eng Premier League,22,1999,35.3,1,26,8,30.8,0.74,0.23,0.04,0.13,22.8,1,0,0,1.6,1.6,0.06,-0.6,-0.6,Matches,1c7012b8
2252,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21,2000,14.5,1,9,1,11.1,0.62,0.07,0.11,1,8.1,0,0,0,1.4,1.4,0.16,-0.4,-0.4,Matches,0a3d6d2b
2253,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21,2000,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,0a3d6d2b
2254,Omar Richards,eng ENG,DF,Bayern Munich,de Bundesliga,23,1998,4.9,0,4,0,0,0.82,0,0,,12.8,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches,f9b1b7bf
2255,Taylor Richards,eng ENG,MF,Brighton,eng Premier League,20,2000,0.3,0,1,0,0,3.6,0,0,,24,0,0,0,0,0,0.03,0,0,Matches,e0243d23
2256,Richarlison,br BRA,FW,Everton,eng Premier League,24,1997,28,10,69,20,29,2.46,0.71,0.1,0.35,16.4,2,3,3,10,7.7,0.11,0,-0.7,Matches,fa031b34
2257,Marco Richter,de GER,FWMF,Hertha BSC,de Bundesliga,23,1997,18.9,5,44,17,38.6,2.32,0.9,0.11,0.29,20.1,3,0,0,4,4,0.09,+1.0,+1.0,Matches,f972644c
2258,Diego Rico,es ESP,DF,Real Sociedad,es La Liga,28,1993,18.3,0,10,1,10,0.55,0.05,0,0,26.3,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches,d9ba39fc
2259,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27,1993,14,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,5f0241b2
2260,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27,1993,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,5f0241b2
2261,Jaïro Riedewald,nl NED,MF,Crystal Palace,eng Premier League,24,1996,1.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,7a1f2c08
2262,Manuel Riemann,de GER,GK,Bochum,de Bundesliga,32,1988,31,0,0,0,,0,0,,,,0,0,1,0.8,0,,-0.8,0,Matches,9f941969
2263,Tomás Rincón,ve VEN,MF,Torino,it Serie A,33,1988,1.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,f1cfc209
2264,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33,1988,13,0,2,1,50,0.15,0.08,0,0,8.9,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches,f1cfc209
2265,Luis Rioja,es ESP,MFFW,Alavés,es La Liga,27,1993,34.6,1,44,16,36.4,1.27,0.46,0.02,0.06,18.3,0,0,0,3.8,3.8,0.09,-2.8,-2.8,Matches,eb3dd471
2266,Renaud Ripart,fr FRA,MFFW,Troyes,fr Ligue 1,28,1993,21,2,41,13,31.7,1.95,0.62,0.05,0.15,16.1,0,0,0,4.1,4.1,0.1,-2.1,-2.1,Matches,beae3a73
2267,Mihailo Ristić,rs SRB,DF,Montpellier,fr Ligue 1,25,1995,20,1,18,5,27.8,0.9,0.25,0.06,0.2,29,1,0,0,0.7,0.7,0.04,+0.3,+0.3,Matches,ea0aa7e0
2268,Matt Ritchie,sct SCO,DF,Newcastle Utd,eng Premier League,31,1989,14.9,0,10,1,10,0.67,0.07,0,0,22.4,1,0,0,1,1,0.1,-1,-1,Matches,71ef519e
2269,Maxence Rivera,fr FRA,FW,Saint-Étienne,fr Ligue 1,19,2002,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,46a7b605
2270,Rober,es ESP,DF,Levante,es La Liga,26,1995,22.3,1,8,1,12.5,0.36,0.04,0.13,1,8.4,0,0,0,1.4,1.4,0.17,-0.4,-0.4,Matches,c00097d2
2271,Sergi Roberto,es ESP,MFDF,Barcelona,es La Liga,29,1992,4.4,2,4,3,75,0.9,0.68,0.5,0.67,10.1,0,0,0,1.5,1.5,0.37,+0.5,+0.5,Matches,335fa267
2272,Connor Roberts,wls WAL,DF,Burnley,eng Premier League,25,1995,18.8,1,6,4,66.7,0.32,0.21,0.17,0.25,21.7,0,0,0,0.5,0.5,0.08,+0.5,+0.5,Matches,24fae784
2273,Patrick Roberts,eng ENG,MF,Troyes,fr Ligue 1,24,1997,0.2,0,1,0,0,6.43,0,0,,8.2,0,0,0,0.5,0.5,0.5,-0.5,-0.5,Matches,59d93937
2274,Tyler Roberts,wls WAL,MFFW,Leeds United,eng Premier League,22,1999,11,1,30,12,40,2.74,1.09,0.03,0.08,19.7,0,0,0,2.4,2.4,0.08,-1.4,-1.4,Matches,6c17e046
2275,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,27,1994,28.2,3,18,8,44.4,0.64,0.28,0.17,0.38,16.9,0,0,0,1.6,1.6,0.09,+1.4,+1.4,Matches,2e4f5f03
2276,Marc Roca,es ESP,MF,Bayern Munich,de Bundesliga,24,1996,4.2,0,5,0,0,1.19,0,0,,22.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,da27e268
2277,Rubén Rochina,es ESP,MFFW,Granada,es La Liga,30,1991,8.3,1,15,5,33.3,1.82,0.61,0.07,0.2,25.4,1,0,0,0.7,0.7,0.05,+0.3,+0.3,Matches,ecd8c01e
2278,Cimo Röcker,de GER,DF,Hertha BSC,de Bundesliga,27,1994,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,611b1aae
2279,Enzo Roco,cl CHI,DF,Elche,es La Liga,28,1992,28.4,1,11,3,27.3,0.39,0.11,0.09,0.33,11.4,0,0,0,1.2,1.2,0.11,-0.2,-0.2,Matches,37f827ec
2280,Stian Rode Gregersen,no NOR,DF,Bordeaux,fr Ligue 1,26,1995,21.7,1,6,1,16.7,0.28,0.05,0.17,1,8.9,0,0,0,1.2,1.2,0.19,-0.2,-0.2,Matches,5f011e05
2281,Sebastian Rode,de GER,MF,Eint Frankfurt,de Bundesliga,30,1990,8.4,1,6,2,33.3,0.71,0.24,0.17,0.5,18.8,0,0,0,0.9,0.9,0.15,+0.1,+0.1,Matches,e12b0b5b
2282,Joe Rodon,wls WAL,DF,Tottenham,eng Premier League,23,1997,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,8d62d31a
2283,Rodri,es ESP,MF,Manchester City,eng Premier League,25,1996,32,7,45,14,31.1,1.4,0.44,0.16,0.5,19.7,0,0,0,3,3,0.07,+4.0,+4.0,Matches,6434f10d
2284,Rodrigo,es ESP,MFFW,Leeds United,eng Premier League,30,1991,25.2,6,46,17,37,1.83,0.68,0.11,0.29,18.9,0,1,1,4.6,3.8,0.08,+1.4,+1.2,Matches,1fb1c435
2285,Rodrigo,es ESP,FW,Betis,es La Liga,21,2000,9.8,1,15,7,46.7,1.53,0.72,0.07,0.14,16,0,0,0,1.4,1.4,0.09,-0.4,-0.4,Matches,85bed4ee
2286,Gerson Rodrigues,lu LUX,FWMF,Troyes,fr Ligue 1,26,1995,9.4,1,23,7,30.4,2.44,0.74,0.04,0.14,19.9,0,0,0,2.7,2.7,0.12,-1.7,-1.7,Matches,3814b753
2287,Kévin Rodrigues,pt POR,DFFW,Rayo Vallecano,es La Liga,27,1994,4.8,0,4,0,0,0.83,0,0,,26.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,f1bed920
2288,Ángel Rodríguez,es ESP,FWMF,Mallorca,es La Liga,34,1987,17.2,4,29,11,37.9,1.69,0.64,0.14,0.36,13,0,0,0,4.6,4.6,0.16,-0.6,-0.6,Matches,8cfc2f69
2289,Óscar Rodríguez Arnaiz,es ESP,MFFW,Getafe,es La Liga,23,1998,10.5,0,26,8,30.8,2.48,0.76,0,0,25.7,9,0,0,1.3,1.3,0.05,-1.3,-1.3,Matches,19709006
2290,Óscar Rodríguez Arnaiz,es ESP,FWMF,Sevilla,es La Liga,23,1998,4.6,0,14,1,7.1,3.02,0.22,0,0,24.5,1,0,0,1,1,0.07,-1,-1,Matches,19709006
2291,Dani Rodríguez,es ESP,MFFW,Mallorca,es La Liga,33,1988,31.5,3,42,10,23.8,1.33,0.32,0.07,0.3,19.8,3,0,0,3.4,3.4,0.08,-0.4,-0.4,Matches,70f8e0bd
2292,Guido Rodríguez,ar ARG,MF,Betis,es La Liga,27,1994,28.1,1,21,8,38.1,0.75,0.28,0.05,0.13,21.4,0,0,0,1.2,1.2,0.06,-0.2,-0.2,Matches,34e393f2
2293,Jay Rodriguez,eng ENG,FW,Burnley,eng Premier League,32,1989,15.4,2,41,11,26.8,2.67,0.72,0.05,0.18,15.1,0,0,0,5.6,5.6,0.14,-3.6,-3.6,Matches,4ab53cdb
2294,Ricardo Rodríguez,ch SUI,DF,Torino,it Serie A,28,1992,27.5,0,9,0,0,0.33,0,0,,26.3,3,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,7f78ad23
2295,Rodrygo,br BRA,FW,Real Madrid,es La Liga,20,2001,16.9,4,34,15,44.1,2.01,0.89,0.12,0.27,16.4,0,0,0,3.5,3.5,0.1,+0.5,+0.5,Matches,8f5e92a6
2296,Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,22,1999,13.8,1,5,2,40,0.36,0.15,0.2,0.5,17.4,0,0,0,0.5,0.5,0.11,+0.5,+0.5,Matches,57c94db2
2297,Marko Rog,hr CRO,MF,Cagliari,it Serie A,26,1995,3.5,0,7,1,14.3,2.03,0.29,0,0,22.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,b6b2b820
2298,Rogério,br BRA,DF,Sassuolo,it Serie A,23,1998,19.2,0,14,4,28.6,0.73,0.21,0,0,23.4,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches,10e7f486
2299,Alessio Romagnoli,it ITA,DF,Milan,it Serie A,26,1995,15.7,1,12,5,41.7,0.77,0.32,0.08,0.2,14.2,0,0,0,0.8,0.8,0.06,+0.2,+0.2,Matches,3ead85f9
2300,Simone Romagnoli,it ITA,DF,Empoli,it Serie A,31,1990,16.6,2,5,2,40,0.3,0.12,0.4,1,6.5,0,0,0,1.5,1.5,0.3,+0.5,+0.5,Matches,09899de8
2301,Leonardo Román,es ESP,GK,Mallorca,es La Liga,21,2000,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,924ff27e
2302,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,23,1998,20.5,1,6,2,33.3,0.29,0.1,0.17,0.5,13.9,0,0,0,0.6,0.6,0.09,+0.4,+0.4,Matches,a3d94a58
2303,Iván Romero,es ESP,FW,Sevilla,es La Liga,20,2001,2,0,2,1,50,1.01,0.51,0,0,12.5,0,0,0,0.6,0.6,0.32,-0.6,-0.6,Matches,2fbe6af0
2304,Luka Romero,ar ARG,FW,Lazio,it Serie A,16,2004,0.9,0,1,1,100,1.07,1.07,0,0,29.3,0,0,0,0,0,0.02,0,0,Matches,ca6edaa0
2305,Sergio Romero,ar ARG,GK,Venezia,it Serie A,34,1987,16,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,1e26e376
2306,Oriol Romeu,es ESP,MF,Southampton,eng Premier League,29,1991,32.1,2,24,4,16.7,0.75,0.12,0.08,0.5,22.4,0,0,0,1.7,1.7,0.07,+0.3,+0.3,Matches,4b511457
2307,Cristiano Ronaldo,pt POR,FW,Manchester Utd,eng Premier League,36,1985,27.3,18,107,39,36.4,3.92,1.43,0.14,0.38,15.5,8,3,3,17.9,15.6,0.15,+0.1,-0.6,Matches,dea698d9
2308,Cristiano Ronaldo,pt POR,FW,Juventus,it Serie A,36,1985,0.3,0,1,0,0,2.9,0,0,,11.1,0,0,0,0.1,0.1,0.14,-0.1,-0.1,Matches,dea698d9
2309,Salomón Rondón,ve VEN,FW,Everton,eng Premier League,31,1989,8.8,1,21,6,28.6,2.39,0.68,0.05,0.17,12,0,0,0,2.4,2.4,0.11,-1.4,-1.4,Matches,b318a643
2310,Valentin Rongier,fr FRA,MFDF,Marseille,fr Ligue 1,26,1994,24.4,0,28,9,32.1,1.15,0.37,0,0,21.5,0,0,0,3.1,3.1,0.11,-3.1,-3.1,Matches,ed45c4a5
2311,Marten de Roon,nl NED,MFDF,Atalanta,it Serie A,30,1991,28.3,3,23,5,21.7,0.81,0.18,0.13,0.6,19.7,0,0,0,2.3,2.3,0.1,+0.7,+0.7,Matches,2a1beb34
2312,Unai Ropero,es ESP,MF,Alavés,es La Liga,19,2001,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,7868c973
2313,Pablo Rosario,nl NED,MF,Nice,fr Ligue 1,24,1997,30.3,0,19,3,15.8,0.63,0.1,0,0,19.7,0,0,0,1.6,1.6,0.08,-1.6,-1.6,Matches,1a6b7ea4
2314,Romario Rösch,de GER,MF,Mainz 05,de Bundesliga,22,1999,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,87ebfdb8
2315,Danny Rose,eng ENG,DF,Watford,eng Premier League,31,1990,7.7,0,4,1,25,0.52,0.13,0,0,20.6,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches,89d10e53
2316,Francesco Rossi,it ITA,GK,Atalanta,it Serie A,30,1991,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,7b5f516f
2317,Tom Rothe,de GER,DF,Dortmund,de Bundesliga,16,2004,1,1,2,1,50,1.91,0.96,0.5,1,12.9,0,0,0,0.2,0.2,0.12,+0.8,+0.8,Matches,90c1f9a4
2318,Jérôme Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,28,1993,19.7,1,12,5,41.7,0.61,0.25,0.08,0.2,23.8,0,0,0,1.2,1.2,0.1,-0.2,-0.2,Matches,13203c45
2319,Nicolò Rovella,it ITA,MF,Genoa,it Serie A,19,2001,16.3,0,17,4,23.5,1.04,0.25,0,0,27.7,6,0,0,1.2,1.2,0.07,-1.2,-1.2,Matches,e58cbfd5
2320,Jon Rowe,eng ENG,FWMF,Norwich City,eng Premier League,18,2003,2.5,0,3,2,66.7,1.21,0.81,0,0,16.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,8c12f884
