Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt
Pavao Pervan,at AUT,GK,Wolfsburg,de Bundesliga,33,1987,6.0,0,0,0,,0.00,0.00,,,,0,0,0
Matteo Pessina,it ITA,MFFW,Atalanta,it Serie A,24,1997,16.0,1,28,9,32.1,1.75,0.56,0.04,0.11,16.3,0,0,0
Andrea Petagna,it ITA,FW,Napoli,it Serie A,26,1995,6.5,3,13,6,46.2,2.00,0.92,0.23,0.50,13.7,0,0,0
Nils Petersen,de GER,FW,Freiburg,de Bundesliga,32,1988,6.4,5,14,5,35.7,2.17,0.78,0.36,1.00,13.0,0,0,0
Danijel Petković,me MNE,GK,Angers,fr Ligue 1,28,1993,15.0,0,0,0,,0.00,0.00,,,,0,0,0
Léo Pétrot,fr FRA,DF,Lorient,fr Ligue 1,24,1997,20.2,1,5,3,60.0,0.25,0.15,0.20,0.33,9.8,0,0,0
Njegoš Petrović,rs SRB,MF,Granada,es La Liga,22,1999,10.2,0,8,2,25.0,0.78,0.20,0.00,0.00,19.6,0,0,0
Jens Petter Hauge,no NOR,MFFW,Eint Frankfurt,de Bundesliga,21,1999,11.6,2,19,10,52.6,1.64,0.87,0.11,0.20,15.9,0,0,0
Alex Petxa,es ESP,DFMF,Athletic Club,es La Liga,24,1997,4.6,0,2,1,50.0,0.44,0.22,0.00,0.00,18.0,0,0,0
Germán Pezzella,ar ARG,DF,Betis,es La Liga,30,1991,22.1,1,19,6,31.6,0.86,0.27,0.05,0.17,12.5,0,0,0
Giuseppe Pezzella,it ITA,DFMF,Atalanta,it Serie A,23,1997,11.9,0,9,1,11.1,0.76,0.08,0.00,0.00,16.6,0,0,0
Immanuel Pherai,nl NED,MF,Dortmund,de Bundesliga,20,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0
Maximilian Philipp,de GER,MF,Wolfsburg,de Bundesliga,27,1994,10.7,1,15,1,6.7,1.40,0.09,0.07,1.00,22.2,2,0,0
Romain Philippoteaux,fr FRA,MF,Brest,fr Ligue 1,33,1988,0.3,0,0,0,,0.00,0.00,,,,0,0,0
Kalvin Phillips,eng ENG,MF,Leeds United,eng Premier League,25,1995,17.7,0,15,3,20.0,0.85,0.17,0.00,0.00,24.0,1,0,0
Jaden Philogene Bidace,eng ENG,FW,Aston Villa,eng Premier League,19,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0
Jérôme Phojo,fr FRA,DF,Clermont Foot,fr Ligue 1,28,1993,0.1,0,0,0,,0.00,0.00,,,,0,0,0
Krzysztof Piątek,pl POL,FW,Fiorentina,it Serie A,26,1995,8.1,3,22,7,31.8,2.70,0.86,0.14,0.43,13.8,0,0,1
Krzysztof Piątek,pl POL,FW,Hertha BSC,de Bundesliga,26,1995,3.9,1,12,5,41.7,3.11,1.30,0.08,0.20,14.9,0,0,0
Pablo Piatti,ar ARG,MFFW,Elche,es La Liga,32,1989,3.5,0,4,2,50.0,1.15,0.58,0.00,0.00,27.1,0,0,0
Cristiano Piccini,it ITA,DF,Valencia,es La Liga,28,1992,3.6,1,3,1,33.3,0.84,0.28,0.33,1.00,16.1,0,0,0
Roberto Piccoli,it ITA,FW,Genoa,it Serie A,20,2001,2.4,0,2,0,0.0,0.83,0.00,0.00,,6.6,0,0,0
Roberto Piccoli,it ITA,FW,Atalanta,it Serie A,20,2001,2.2,1,5,3,60.0,2.30,1.38,0.20,0.33,12.3,0,0,0
Jordan Pickford,eng ENG,GK,Everton,eng Premier League,27,1994,35.0,0,0,0,,0.00,0.00,,,,0,0,0
Jérémy Pied,fr FRA,DFFW,Lille,fr Ligue 1,32,1989,0.1,0,0,0,,0.00,0.00,,,,0,0,0
Amos Pieper,de GER,DF,Arminia,de Bundesliga,23,1998,26.4,0,14,2,14.3,0.53,0.08,0.00,0.00,16.0,0,0,0
Ronaël Pierre-Gabriel,fr FRA,DF,Brest,fr Ligue 1,23,1998,28.3,0,5,2,40.0,0.18,0.07,0.00,0.00,17.7,0,0,0
Erik Pieters,nl NED,DF,Burnley,eng Premier League,32,1988,8.1,0,7,0,0.0,0.86,0.00,0.00,,24.9,0,0,0
Tomás Pina Isla,es ESP,MF,Alavés,es La Liga,33,1987,16.0,0,5,1,20.0,0.31,0.06,0.00,0.00,23.9,0,0,0
Andrea Pinamonti,it ITA,FW,Empoli,it Serie A,22,1999,31.9,13,86,23,26.7,2.70,0.72,0.10,0.39,15.7,1,4,4
Orbelín Pineda,mx MEX,MFFW,Celta Vigo,es La Liga,25,1996,1.1,0,5,1,20.0,4.55,0.91,0.00,0.00,19.4,0,0,0
Ethan Pinnock,jm JAM,DF,Brentford,eng Premier League,28,1993,29.9,1,16,8,50.0,0.53,0.27,0.06,0.13,10.0,0,0,0
Yeremi Pino,es ESP,MFFW,Villarreal,es La Liga,18,2002,18.6,6,27,15,55.6,1.45,0.80,0.22,0.40,11.3,0,0,0
Carlo Pinsoglio,it ITA,GK,Juventus,it Serie A,31,1990,0.5,0,0,0,,0.00,0.00,,,,0,0,0
Riccardo Pinzi,it ITA,FW,Udinese,it Serie A,17,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0
Gerard Piqué,es ESP,DF,Barcelona,es La Liga,34,1987,23.2,1,19,2,10.5,0.82,0.09,0.05,0.50,13.3,1,0,0
Marko Pjaca,hr CRO,MF,Torino,it Serie A,26,1995,12.8,3,21,11,52.4,1.64,0.86,0.14,0.27,17.1,0,0,0
Marvin Plattenhardt,de GER,DF,Hertha BSC,de Bundesliga,29,1992,18.2,0,7,1,14.3,0.38,0.05,0.00,0.00,26.7,6,0,0
Alassane Pléa,fr FRA,MFFW,M'Gladbach,de Bundesliga,28,1993,23.0,10,59,23,39.0,2.57,1.00,0.12,0.30,17.7,0,3,3
Tommaso Pobega,it ITA,MF,Torino,it Serie A,22,1999,24.9,4,48,8,16.7,1.93,0.32,0.08,0.50,19.5,0,0,0
Daniel Podence,pt POR,FWMF,Wolves,eng Premier League,25,1995,16.5,2,35,15,42.9,2.12,0.91,0.06,0.13,22.0,1,0,0
Suf Podgoreanu,il ISR,FW,Spezia,it Serie A,19,2002,1.3,0,1,0,0.0,0.80,0.00,0.00,,25.7,0,0,0
Paul Pogba,fr FRA,MFFW,Manchester Utd,eng Premier League,28,1993,15.0,1,32,8,25.0,2.13,0.53,0.03,0.13,18.0,0,0,0
Joel Pohjanpalo,fi FIN,FW,Leverkusen,de Bundesliga,26,1994,0.1,0,0,0,,0.00,0.00,,,,0,0,0
Matteo Politano,it ITA,FW,Napoli,it Serie A,27,1993,18.3,3,42,11,26.2,2.29,0.60,0.07,0.27,19.0,1,0,0
Julian Pollersbeck,de GER,GK,Lyon,fr Ligue 1,26,1994,4.8,0,0,0,,0.00,0.00,,,,0,0,0
Sebastian Polter,de GER,FW,Bochum,de Bundesliga,30,1991,26.0,10,54,21,38.9,2.08,0.81,0.17,0.43,12.0,0,1,2
Ezequiel Ponce,ar ARG,FW,Elche,es La Liga,24,1997,7.4,1,15,5,33.3,2.02,0.67,0.07,0.20,13.5,0,0,0
Marin Pongračić,hr CRO,DF,Dortmund,de Bundesliga,23,1997,9.2,0,0,0,,0.00,0.00,,,,0,0,0
Pere Pons,es ESP,MF,Alavés,es La Liga,28,1993,15.2,1,15,4,26.7,0.99,0.26,0.07,0.25,15.0,0,0,0
Nick Pope,eng ENG,GK,Burnley,eng Premier League,29,1992,36.0,0,0,0,,0.00,0.00,,,,0,0,0
Manolo Portanova,it ITA,FWMF,Genoa,it Serie A,21,2000,14.7,1,29,12,41.4,1.97,0.82,0.03,0.08,20.9,1,0,0
Portu,es ESP,FWMF,Real Sociedad,es La Liga,29,1992,17.7,1,24,9,37.5,1.36,0.51,0.00,0.00,14.7,0,1,1
Stefan Posch,at AUT,DF,Hoffenheim,de Bundesliga,24,1997,24.4,2,14,7,50.0,0.57,0.29,0.14,0.29,19.5,1,0,0
Sergio Postigo,es ESP,DF,Levante,es La Liga,32,1988,9.4,0,2,0,0.0,0.21,0.00,0.00,,16.6,0,0,0
Yussuf Poulsen,dk DEN,FWMF,RB Leipzig,de Bundesliga,27,1994,12.0,6,28,13,46.4,2.34,1.08,0.21,0.46,13.0,0,0,0
Gaëtan Poussin,fr FRA,GK,Bordeaux,fr Ligue 1,22,1999,13.0,0,0,0,,0.00,0.00,,,,0,0,0
Darío Poveda,es ESP,FWMF,Getafe,es La Liga,24,1997,4.2,1,4,4,100.0,0.95,0.95,0.25,0.25,29.6,0,0,0
José Pozo,es ESP,MFDF,Rayo Vallecano,es La Liga,25,1996,0.8,0,3,0,0.0,3.75,0.00,0.00,,19.6,0,0,0
Dennis Praet,be BEL,MF,Torino,it Serie A,27,1994,17.1,2,24,8,33.3,1.40,0.47,0.08,0.25,17.4,0,0,0
Mateusz Praszelik,pl POL,MF,Hellas Verona,it Serie A,20,2000,0.3,0,1,0,0.0,3.60,0.00,0.00,,24.7,0,0,0
Abdón Prats,es ESP,FW,Mallorca,es La Liga,28,1992,7.1,3,18,6,33.3,2.53,0.84,0.17,0.50,15.9,2,0,0
Sanjin Prcić,ba BIH,MF,Strasbourg,fr Ligue 1,27,1993,24.3,1,46,11,23.9,1.89,0.45,0.02,0.09,25.5,1,0,0
Nicolas de Préville,fr FRA,FWMF,Metz,fr Ligue 1,30,1991,21.9,5,41,10,24.4,1.87,0.46,0.12,0.50,20.9,4,0,0
Isaac Price,nir NIR,MF,Everton,eng Premier League,17,2003,0.2,0,1,0,0.0,6.43,0.00,0.00,,8.9,0,0,0
Manuel Prietl,at AUT,MF,Arminia,de Bundesliga,29,1991,23.6,0,17,4,23.5,0.72,0.17,0.00,0.00,19.8,0,0,0
Alejandro Primo,es ESP,GK,Levante,es La Liga,17,2004,1.0,0,0,0,,0.00,0.00,,,,0,0,0
Grischa Prömel,de GER,MF,Union Berlin,de Bundesliga,26,1995,26.9,8,37,12,32.4,1.37,0.45,0.22,0.67,13.0,0,0,0
Nick Proschwitz,de GER,FW,Hoffenheim,de Bundesliga,34,1986,0.3,0,1,0,0.0,3.33,0.00,0.00,,9.1,0,0,0
Ivan Provedel,it ITA,GK,Spezia,it Serie A,27,1994,30.7,0,1,1,100.0,0.03,0.03,0.00,0.00,68.4,0,0,0
Javi Puado,es ESP,MFFW,Espanyol,es La Liga,23,1998,24.9,4,40,12,30.0,1.60,0.48,0.10,0.33,14.9,0,0,0
Pubill,es ESP,DFMF,Levante,es La Liga,18,2003,5.7,0,6,1,16.7,1.05,0.18,0.00,0.00,11.8,0,0,0
Antonio Puertas,es ESP,MFFW,Granada,es La Liga,29,1992,25.1,6,33,14,42.4,1.31,0.56,0.18,0.43,14.2,0,0,0
Riqui Puig,es ESP,MF,Barcelona,es La Liga,21,1999,5.4,1,9,3,33.3,1.66,0.55,0.11,0.33,20.5,0,0,0
Teemu Pukki,fi FIN,FW,Norwich City,eng Premier League,31,1990,36.1,11,68,24,35.3,1.88,0.66,0.12,0.33,15.2,0,3,3
Erick Pulgar,cl CHI,MF,Fiorentina,it Serie A,27,1994,3.8,0,3,2,66.7,0.79,0.53,0.00,0.00,26.5,0,0,0
Christian Pulisic,us USA,MFFW,Chelsea,eng Premier League,22,1998,14.3,6,28,11,39.3,1.95,0.77,0.21,0.55,13.2,0,0,0
Afimico Pululu,fr FRA,FWMF,Greuther Fürth,de Bundesliga,22,1999,0.8,0,1,0,0.0,1.29,0.00,0.00,,15.7,0,0,0
Ignacio Pussetto,ar ARG,FWMF,Udinese,it Serie A,25,1995,13.4,4,31,12,38.7,2.32,0.90,0.10,0.25,17.6,0,1,1
Niklas Pyyhtiä,fi FIN,MF,Bologna,it Serie A,17,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0
Przemysław Płacheta,pl POL,FWMF,Norwich City,eng Premier League,23,1998,5.6,0,8,7,87.5,1.43,1.25,0.00,0.00,16.7,0,0,0
Yacine Qasmi,ma MAR,FW,Rayo Vallecano,es La Liga,30,1991,0.0,0,0,0,,0.00,0.00,,,,0,0,0
Fabio Quagliarella,it ITA,FW,Sampdoria,it Serie A,38,1983,18.5,4,57,11,19.3,3.08,0.59,0.05,0.27,19.5,1,1,1
Quini,es ESP,DF,Granada,es La Liga,31,1989,25.6,0,17,2,11.8,0.66,0.08,0.00,0.00,23.1,0,0,0
Dani Raba,es ESP,MFFW,Villarreal,es La Liga,25,1995,1.0,0,0,0,,0.00,0.00,,,,0,0,0
Dani Raba,es ESP,MFFW,Granada,es La Liga,25,1995,0.3,0,0,0,,0.00,0.00,,,,0,0,0
Adrien Rabiot,fr FRA,MF,Juventus,it Serie A,26,1995,25.4,0,26,7,26.9,1.02,0.28,0.00,0.00,17.2,0,0,0
Uroš Račić,rs SRB,MF,Valencia,es La Liga,23,1998,13.4,0,16,1,6.3,1.19,0.07,0.00,0.00,21.5,0,0,0
Nemanja Radoja,rs SRB,MF,Levante,es La Liga,28,1993,13.5,0,5,1,20.0,0.37,0.07,0.00,0.00,18.7,0,0,0
Nemanja Radonjić,rs SRB,FW,Marseille,fr Ligue 1,25,1996,0.2,0,0,0,,0.00,0.00,,,,0,0,0
Ivan Radovanović,rs SRB,DFMF,Salernitana,it Serie A,32,1988,11.7,1,18,5,27.8,1.54,0.43,0.06,0.20,23.3,1,0,0
Ionuț Radu,ro ROU,GK,Inter,it Serie A,24,1997,1.0,0,0,0,,0.00,0.00,,,,0,0,0
Ștefan Radu,ro ROU,DF,Lazio,it Serie A,34,1986,6.2,0,2,1,50.0,0.32,0.16,0.00,0.00,24.7,0,0,0
Boris Radunović,rs SRB,GK,Cagliari,it Serie A,25,1996,3.0,0,0,0,,0.00,0.00,,,,0,0,0
Sidney Raebiger,de GER,MF,RB Leipzig,de Bundesliga,16,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0
Rafinha,br BRA,MF,Real Sociedad,es La Liga,28,1993,11.7,1,14,2,14.3,1.20,0.17,0.07,0.50,16.9,1,0,0
Rafinha,br BRA,FWMF,Paris S-G,fr Ligue 1,28,1993,2.4,0,5,0,0.0,2.05,0.00,0.00,,18.4,1,0,0
Antonio Raillo,es ESP,DF,Mallorca,es La Liga,29,1991,17.0,2,9,4,44.4,0.53,0.24,0.22,0.50,11.6,0,0,0
Antonio Raimondo,it ITA,FW,Bologna,it Serie A,17,2004,0.8,0,2,1,50.0,2.43,1.22,0.00,0.00,16.2,0,0,0
Predrag Rajković,rs SRB,GK,Reims,fr Ligue 1,25,1995,38.0,0,0,0,,0.00,0.00,,,,0,0,0
Jesuran Rak Sakyi,eng ENG,FWMF,Crystal Palace,eng Premier League,18,2002,0.9,0,0,0,,0.00,0.00,,,,0,0,0
Ivan Rakitić,hr CRO,MF,Sevilla,es La Liga,33,1988,24.2,4,29,10,34.5,1.20,0.41,0.10,0.30,22.4,4,1,2
Diant Ramaj,de GER,GK,Eint Frankfurt,de Bundesliga,19,2001,1.0,0,0,0,,0.00,0.00,,,,0,0,0
Jonás Ramalho,es ESP,DF,Osasuna,es La Liga,28,1993,2.7,0,2,0,0.0,0.74,0.00,0.00,,24.3,0,0,0
Adil Rami,fr FRA,DF,Troyes,fr Ligue 1,35,1985,13.0,3,5,3,60.0,0.38,0.23,0.60,1.00,6.8,0,0,0
Sandro Ramírez,es ESP,FW,Getafe,es La Liga,26,1995,16.2,3,50,13,26.0,3.08,0.80,0.06,0.23,23.1,7,0,0
Guilherme Ramos,pt POR,DF,Arminia,de Bundesliga,23,1997,10.1,0,7,3,42.9,0.70,0.30,0.00,0.00,13.7,0,0,0
Sergio Ramos,es ESP,DF,Paris S-G,fr Ligue 1,35,1986,8.9,2,12,4,33.3,1.35,0.45,0.17,0.50,14.8,0,0,0
Aaron Ramsdale,eng ENG,GK,Arsenal,eng Premier League,23,1998,34.0,0,0,0,,0.00,0.00,,,,0,0,0
Aaron Ramsey,wls WAL,MF,Juventus,it Serie A,30,1990,1.1,0,0,0,,0.00,0.00,,,,0,0,0
Jacob Ramsey,eng ENG,MF,Aston Villa,eng Premier League,20,2001,27.4,6,34,11,32.4,1.24,0.40,0.18,0.55,18.3,0,0,0
Luca Ranieri,it ITA,DF,Salernitana,it Serie A,22,1999,23.4,1,9,4,44.4,0.39,0.17,0.11,0.25,16.6,0,0,0
Andrea Ranocchia,it ITA,DF,Inter,it Serie A,33,1988,3.8,0,2,1,50.0,0.53,0.26,0.00,0.00,7.3,0,0,0
Raphinha,br BRA,FWMF,Leeds United,eng Premier League,24,1996,32.4,11,84,21,25.0,2.59,0.65,0.08,0.33,21.4,10,4,4
Tobias Raschl,de GER,MF,Greuther Fürth,de Bundesliga,21,2000,6.6,0,5,1,20.0,0.75,0.15,0.00,0.00,25.4,0,0,0
Elba Rashani,xk KVX,FWMF,Clermont Foot,fr Ligue 1,28,1993,19.5,8,30,12,40.0,1.53,0.61,0.27,0.67,13.7,0,0,0
Marcus Rashford,eng ENG,FWMF,Manchester Utd,eng Premier League,23,1997,13.7,4,22,12,54.5,1.60,0.87,0.18,0.33,17.7,1,0,0
Milot Rashica,xk KVX,FWMF,Norwich City,eng Premier League,25,1996,24.8,1,44,17,38.6,1.78,0.69,0.02,0.06,22.3,7,0,0
Giacomo Raspadori,it ITA,MFFW,Sassuolo,it Serie A,21,2000,30.4,10,71,25,35.2,2.33,0.82,0.14,0.40,17.9,3,0,0
Raúl,es ESP,FWDF,Betis,es La Liga,20,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0
David Raum,de GER,DFFW,Hoffenheim,de Bundesliga,23,1998,30.6,3,25,8,32.0,0.82,0.26,0.12,0.38,19.8,5,0,0
Nicola Ravaglia,it ITA,GK,Sampdoria,it Serie A,32,1988,0.1,0,0,0,,0.00,0.00,,,,0,0,0
David Raya,es ESP,GK,Brentford,eng Premier League,25,1995,24.0,0,0,0,,0.00,0.00,,,,0,0,0
Ante Rebić,hr CRO,FW,Milan,it Serie A,27,1993,9.9,2,30,6,20.0,3.03,0.61,0.07,0.33,16.4,0,0,0
Arkadiusz Reca,pl POL,DF,Spezia,it Serie A,26,1995,19.7,0,8,4,50.0,0.41,0.20,0.00,0.00,20.8,0,0,0
Lluís Recasens,es ESP,DF,Espanyol,es La Liga,19,2002,0.5,0,0,0,,0.00,0.00,,,,0,0,0
Nathan Redmond,eng ENG,MFFW,Southampton,eng Premier League,27,1994,20.4,1,26,9,34.6,1.28,0.44,0.04,0.11,21.2,1,0,0
Sergio Reguilón,es ESP,DFMF,Tottenham,eng Premier League,24,1996,21.3,2,21,9,42.9,0.99,0.42,0.10,0.22,15.2,0,0,0
Manolo Reina,es ESP,GK,Mallorca,es La Liga,36,1985,21.0,0,0,0,,0.00,0.00,,,,0,0,0
Pepe Reina,es ESP,GK,Lazio,it Serie A,38,1982,15.0,0,0,0,,0.00,0.00,,,,0,0,0
Jeff Reine-Adélaïde,fr FRA,MFDF,Lyon,fr Ligue 1,23,1998,2.2,0,3,1,33.3,1.36,0.45,0.00,0.00,22.5,0,0,0
Reinier,br BRA,FWMF,Dortmund,de Bundesliga,19,2002,1.8,0,1,0,0.0,0.56,0.00,0.00,,9.4,0,0,0
Karim Rekik,nl NED,DF,Sevilla,es La Liga,26,1994,12.2,0,4,0,0.0,0.33,0.00,0.00,,10.4,0,0,0
Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,26,1995,35.0,0,0,0,,0.00,0.00,,,,0,0,0
Panagiotis Retsos,gr GRE,DF,Hellas Verona,it Serie A,22,1998,0.6,0,0,0,,0.00,0.00,,,,0,0,0
Panagiotis Retsos,gr GRE,DFFW,Leverkusen,de Bundesliga,22,1998,0.4,0,1,0,0.0,2.81,0.00,0.00,,8.7,0,0,0
Marco Reus,de GER,MFFW,Dortmund,de Bundesliga,32,1989,27.8,9,51,22,43.1,1.83,0.79,0.18,0.41,15.8,8,0,0
Elvis Rexhbeçaj,de GER,MF,Bochum,de Bundesliga,23,1997,28.2,0,34,6,17.6,1.20,0.21,0.00,0.00,22.7,0,0,0
Gio Reyna,us USA,MF,Dortmund,de Bundesliga,18,2002,4.9,2,11,6,54.5,2.26,1.23,0.18,0.33,16.1,1,0,0
Bryan Reynolds,us USA,DF,Roma,it Serie A,20,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0
Nico Ribaudo,es ESP,MFFW,Espanyol,es La Liga,20,2001,12.4,2,20,4,20.0,1.61,0.32,0.10,0.50,21.8,0,0,0
Tiago Ribeiro,pt POR,FW,Monaco,fr Ligue 1,19,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0
Franck Ribéry,fr FRA,MFFW,Salernitana,it Serie A,38,1983,15.8,0,12,2,16.7,0.76,0.13,0.00,0.00,18.4,2,0,0
Samuele Ricci,it ITA,MF,Torino,it Serie A,19,2001,8.0,0,4,1,25.0,0.50,0.12,0.00,0.00,16.2,0,0,0
Samuele Ricci,it ITA,MF,Empoli,it Serie A,19,2001,17.0,1,8,1,12.5,0.47,0.06,0.13,1.00,27.6,0,0,0
Declan Rice,eng ENG,MF,West Ham,eng Premier League,22,1999,35.3,1,26,8,30.8,0.74,0.23,0.04,0.13,22.8,1,0,0
Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21,2000,14.5,1,9,1,11.1,0.62,0.07,0.11,1.00,8.1,0,0,0
Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0
Omar Richards,eng ENG,DF,Bayern Munich,de Bundesliga,23,1998,4.9,0,4,0,0.0,0.82,0.00,0.00,,12.8,0,0,0
Taylor Richards,eng ENG,MF,Brighton,eng Premier League,20,2000,0.3,0,1,0,0.0,3.60,0.00,0.00,,24.0,0,0,0
Richarlison,br BRA,FW,Everton,eng Premier League,24,1997,28.0,10,69,20,29.0,2.46,0.71,0.10,0.35,16.4,2,3,3
Marco Richter,de GER,FWMF,Hertha BSC,de Bundesliga,23,1997,18.9,5,44,17,38.6,2.32,0.90,0.11,0.29,20.1,3,0,0
Diego Rico,es ESP,DF,Real Sociedad,es La Liga,28,1993,18.3,0,10,1,10.0,0.55,0.05,0.00,0.00,26.3,0,0,0
Sergio Rico,es ESP,GK,Mallorca,es La Liga,27,1993,14.0,0,0,0,,0.00,0.00,,,,0,0,0
Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27,1993,0.3,0,0,0,,0.00,0.00,,,,0,0,0
Jaïro Riedewald,nl NED,MF,Crystal Palace,eng Premier League,24,1996,1.3,0,0,0,,0.00,0.00,,,,0,0,0
Manuel Riemann,de GER,GK,Bochum,de Bundesliga,32,1988,31.0,0,0,0,,0.00,0.00,,,,0,0,1
Tomás Rincón,ve VEN,MF,Torino,it Serie A,33,1988,1.8,0,0,0,,0.00,0.00,,,,0,0,0
Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33,1988,13.0,0,2,1,50.0,0.15,0.08,0.00,0.00,8.9,0,0,0
Luis Rioja,es ESP,MFFW,Alavés,es La Liga,27,1993,34.6,1,44,16,36.4,1.27,0.46,0.02,0.06,18.3,0,0,0
Renaud Ripart,fr FRA,MFFW,Troyes,fr Ligue 1,28,1993,21.0,2,41,13,31.7,1.95,0.62,0.05,0.15,16.1,0,0,0
Mihailo Ristić,rs SRB,DF,Montpellier,fr Ligue 1,25,1995,20.0,1,18,5,27.8,0.90,0.25,0.06,0.20,29.0,1,0,0
Matt Ritchie,sct SCO,DF,Newcastle Utd,eng Premier League,31,1989,14.9,0,10,1,10.0,0.67,0.07,0.00,0.00,22.4,1,0,0
Maxence Rivera,fr FRA,FW,Saint-Étienne,fr Ligue 1,19,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0
Rober,es ESP,DF,Levante,es La Liga,26,1995,22.3,1,8,1,12.5,0.36,0.04,0.13,1.00,8.4,0,0,0
Sergi Roberto,es ESP,MFDF,Barcelona,es La Liga,29,1992,4.4,2,4,3,75.0,0.90,0.68,0.50,0.67,10.1,0,0,0
Connor Roberts,wls WAL,DF,Burnley,eng Premier League,25,1995,18.8,1,6,4,66.7,0.32,0.21,0.17,0.25,21.7,0,0,0
Patrick Roberts,eng ENG,MF,Troyes,fr Ligue 1,24,1997,0.2,0,1,0,0.0,6.43,0.00,0.00,,8.2,0,0,0
Tyler Roberts,wls WAL,MFFW,Leeds United,eng Premier League,22,1999,11.0,1,30,12,40.0,2.74,1.09,0.03,0.08,19.7,0,0,0
Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,27,1994,28.2,3,18,8,44.4,0.64,0.28,0.17,0.38,16.9,0,0,0
Marc Roca,es ESP,MF,Bayern Munich,de Bundesliga,24,1996,4.2,0,5,0,0.0,1.19,0.00,0.00,,22.6,0,0,0
Rubén Rochina,es ESP,MFFW,Granada,es La Liga,30,1991,8.3,1,15,5,33.3,1.82,0.61,0.07,0.20,25.4,1,0,0
Cimo Röcker,de GER,DF,Hertha BSC,de Bundesliga,27,1994,0.2,0,0,0,,0.00,0.00,,,,0,0,0
Enzo Roco,cl CHI,DF,Elche,es La Liga,28,1992,28.4,1,11,3,27.3,0.39,0.11,0.09,0.33,11.4,0,0,0
Stian Rode Gregersen,no NOR,DF,Bordeaux,fr Ligue 1,26,1995,21.7,1,6,1,16.7,0.28,0.05,0.17,1.00,8.9,0,0,0
Sebastian Rode,de GER,MF,Eint Frankfurt,de Bundesliga,30,1990,8.4,1,6,2,33.3,0.71,0.24,0.17,0.50,18.8,0,0,0
Joe Rodon,wls WAL,DF,Tottenham,eng Premier League,23,1997,1.0,0,0,0,,0.00,0.00,,,,0,0,0
Rodri,es ESP,MF,Manchester City,eng Premier League,25,1996,32.0,7,45,14,31.1,1.40,0.44,0.16,0.50,19.7,0,0,0
Rodrigo,es ESP,MFFW,Leeds United,eng Premier League,30,1991,25.2,6,46,17,37.0,1.83,0.68,0.11,0.29,18.9,0,1,1
Rodrigo,es ESP,FW,Betis,es La Liga,21,2000,9.8,1,15,7,46.7,1.53,0.72,0.07,0.14,16.0,0,0,0
Gerson Rodrigues,lu LUX,FWMF,Troyes,fr Ligue 1,26,1995,9.4,1,23,7,30.4,2.44,0.74,0.04,0.14,19.9,0,0,0
Kévin Rodrigues,pt POR,DFFW,Rayo Vallecano,es La Liga,27,1994,4.8,0,4,0,0.0,0.83,0.00,0.00,,26.9,0,0,0
Ángel Rodríguez,es ESP,FWMF,Mallorca,es La Liga,34,1987,17.2,4,29,11,37.9,1.69,0.64,0.14,0.36,13.0,0,0,0
Óscar Rodríguez Arnaiz,es ESP,MFFW,Getafe,es La Liga,23,1998,10.5,0,26,8,30.8,2.48,0.76,0.00,0.00,25.7,9,0,0
Óscar Rodríguez Arnaiz,es ESP,FWMF,Sevilla,es La Liga,23,1998,4.6,0,14,1,7.1,3.02,0.22,0.00,0.00,24.5,1,0,0
Dani Rodríguez,es ESP,MFFW,Mallorca,es La Liga,33,1988,31.5,3,42,10,23.8,1.33,0.32,0.07,0.30,19.8,3,0,0
Guido Rodríguez,ar ARG,MF,Betis,es La Liga,27,1994,28.1,1,21,8,38.1,0.75,0.28,0.05,0.13,21.4,0,0,0
Jay Rodriguez,eng ENG,FW,Burnley,eng Premier League,32,1989,15.4,2,41,11,26.8,2.67,0.72,0.05,0.18,15.1,0,0,0
Ricardo Rodríguez,ch SUI,DF,Torino,it Serie A,28,1992,27.5,0,9,0,0.0,0.33,0.00,0.00,,26.3,3,0,0
Rodrygo,br BRA,FW,Real Madrid,es La Liga,20,2001,16.9,4,34,15,44.1,2.01,0.89,0.12,0.27,16.4,0,0,0
Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,22,1999,13.8,1,5,2,40.0,0.36,0.15,0.20,0.50,17.4,0,0,0
